customer_id,brand,purchase_month,sales_profit
3215,5,3,448.68
2442,2,8,143.36
1336,2,9,114.93
3129,6,5,128.46
3478,5,9,431.33
1367,3,12,14.23
2562,6,6,827.16
1554,4,8,182.81
2458,2,5,1702.55
2121,5,10,641.64
2888,2,4,1702.55
3334,4,2,167.21
52,1,4,187.39
781,1,2,104.24
1801,1,6,1408.91
2012,3,6,45.96
2454,2,5,1702.55
849,1,8,1383.61
799,4,4,75.75
3071,1,3,17.87
2415,6,9,128.46
1585,2,7,745.94
1711,1,8,1408.91
1195,5,12,431.33
699,5,11,448.68
802,5,8,217.51
3088,3,12,4.8
2770,4,8,135.85
1980,3,6,1544.61
1012,5,12,451.65
3225,3,3,771.12
2434,6,7,812.44
2055,5,4,64.93
3126,1,10,299.27
1951,1,6,437.46
2062,5,4,1230.27
1771,2,5,903.11
3221,4,5,817.36
2061,1,6,1408.91
1944,1,10,751.02
1697,6,3,1028.76
2242,1,1,327.98
1597,5,5,471.6
629,5,3,198.22
2061,6,1,129.01
2062,3,11,450.77
2746,6,12,1103.43
1656,1,7,690.49
1722,3,2,110.56
1664,1,1,751.02
1122,6,8,15.08
850,4,2,64.51
2347,4,10,459.46
1396,2,4,114.93
3391,6,2,1103.43
1546,5,9,448.68
2465,3,8,583.27
2072,4,11,72.6
299,2,7,903.11
1912,1,4,502.47
2179,4,1,309.81
1329,5,2,448.68
414,1,1,690.49
1606,6,11,812.44
2189,3,7,450.77
1480,1,11,179.44
1783,6,11,15.08
3198,2,9,903.11
2330,1,10,104.24
1615,6,2,1028.76
2131,6,9,155.65
1905,1,12,409.86
21,3,8,1544.61
238,6,9,1230.3
673,6,12,1630.25
1910,3,9,14.23
1581,4,11,817.36
1665,6,7,1279.4
3315,1,9,1383.61
2455,1,8,327.98
395,2,4,133.38
115,5,12,1010.02
2717,3,7,802.26
820,3,1,14.23
2849,2,6,872.89
3465,3,10,91.15
3375,4,1,133.78
1136,4,7,830.24
93,2,8,1702.55
447,1,12,299.27
986,1,10,299.27
1140,3,8,139.23
1410,4,10,135.85
795,5,9,451.65
3172,1,10,50.66
1506,6,9,1279.4
1912,3,11,4.8
1764,5,3,448.68
180,4,12,75.75
864,3,9,139.23
1308,2,8,1702.55
348,4,1,445.21
74,5,10,64.93
2471,3,11,583.27
2311,1,10,409.86
1372,5,10,448.68
308,3,5,110.56
509,2,10,198.29
424,2,2,745.94
2226,2,9,198.29
1125,6,7,43.97
1933,5,2,1010.02
2174,1,2,1383.61
3232,1,12,1215.34
1699,1,10,187.39
2908,1,10,179.44
1725,1,10,1383.61
182,5,1,1010.02
9,6,3,547.28
1461,6,11,1305.25
2375,5,10,1010.02
614,4,6,64.51
849,6,11,1103.43
3042,5,2,57.73
3232,1,1,690.49
2144,1,10,409.86
1136,6,1,43.97
2656,3,4,199.1
1840,3,7,583.27
2984,1,3,502.47
3054,4,4,309.81
552,4,3,133.78
2072,1,12,104.24
1723,1,4,690.49
951,5,12,431.33
1822,1,9,50.66
3406,3,6,45.96
725,2,9,1702.55
1169,4,1,737.57
683,4,3,182.81
3268,5,2,709.34
200,5,2,471.6
502,5,3,198.22
205,5,3,448.68
1113,3,3,583.27
2523,1,11,356.5
2725,1,1,143.82
1627,5,11,144.26
1422,5,5,144.26
112,5,6,448.68
2645,1,3,690.49
192,4,1,459.46
3148,5,11,57.73
1690,6,8,155.65
2251,6,6,547.28
2601,5,4,1010.02
3198,5,8,1055.82
2681,1,9,502.47
1525,3,12,110.56
360,5,12,431.33
1773,4,4,817.36
647,4,1,737.57
3036,1,2,327.98
245,1,12,50.66
2574,4,1,182.81
202,1,11,409.86
342,6,7,128.46
73,1,7,17.87
3413,1,5,1612.25
548,5,9,57.73
118,5,10,431.33
1120,2,2,872.89
356,3,3,75.14
2498,4,7,133.78
2730,2,11,110.81
2617,2,1,1702.55
2391,1,3,356.5
697,6,12,1305.25
551,6,5,1630.25
3334,3,2,91.15
3102,1,4,957.02
787,3,8,583.27
707,6,11,1028.76
2495,4,9,737.57
1302,6,12,812.44
659,2,8,1295.43
678,1,3,1383.61
2886,2,9,114.93
3146,6,3,1660.88
280,1,9,737.17
59,6,4,1305.25
1896,6,5,1630.25
2228,6,7,1230.3
775,3,1,110.56
1660,5,7,1230.27
122,6,8,155.65
2301,6,12,1230.3
3337,5,11,431.33
935,2,4,1702.55
903,3,10,4.8
2067,4,5,209.84
3012,1,2,1612.25
308,1,6,1215.34
221,6,12,128.46
188,3,7,771.12
385,5,1,471.6
1148,5,1,1055.82
562,6,5,1103.43
417,4,7,182.81
1913,5,5,57.73
1207,3,1,45.96
1280,2,6,1702.55
2073,2,2,189.28
856,5,12,471.6
1001,4,11,135.85
1253,5,9,144.26
660,2,5,1295.43
1095,5,7,509.97
2914,1,6,1215.34
3330,1,10,437.46
1092,2,1,110.81
99,1,6,356.5
2481,3,6,693.76
3042,2,3,133.38
2425,5,10,448.68
1313,3,9,693.76
835,5,5,471.6
3339,6,10,129.01
1419,1,3,17.87
2854,1,10,1612.25
2190,1,4,1408.91
1547,4,10,445.21
1863,3,1,1544.61
815,1,12,299.27
3252,4,5,167.21
336,4,9,830.24
2083,4,12,167.21
3313,3,5,91.15
2701,1,3,50.66
201,1,3,1408.91
3003,6,8,1103.43
3114,2,5,114.93
1833,4,12,72.6
3105,2,7,745.94
2816,1,10,179.44
1613,6,11,1279.4
2796,4,10,817.36
926,2,8,133.38
182,6,12,812.44
610,1,5,751.02
656,5,5,709.34
1493,2,4,903.11
2899,1,5,299.27
2729,4,10,459.46
1092,2,6,152.55
2494,4,2,167.21
3176,2,1,745.94
669,1,10,25.09
528,1,4,409.86
827,1,5,356.5
925,2,12,110.81
3289,1,3,187.39
1647,1,2,327.98
3384,3,3,802.26
456,3,5,199.1
339,4,4,209.84
1599,6,11,1660.88
2654,5,7,41.13
3404,1,10,299.27
628,4,3,133.78
634,3,12,450.77
1481,5,1,41.13
2975,6,7,812.44
157,5,4,198.22
2850,3,6,91.15
1913,3,1,45.96
728,2,10,872.89
2661,1,2,437.46
3364,1,7,574.62
47,6,7,1103.43
1599,6,8,1103.43
479,3,8,4.8
558,1,1,1383.61
1754,6,7,1630.25
3165,2,6,189.28
3089,5,7,1230.27
1227,5,10,64.93
303,6,11,547.28
1473,3,5,1592.19
1006,4,6,90.1
639,5,2,509.97
392,1,7,1215.34
723,3,1,139.23
3487,5,5,471.6
2410,2,10,745.94
3390,5,12,448.68
2891,5,3,1230.27
1736,1,9,437.46
1660,4,8,64.51
1120,3,3,75.14
915,1,12,25.09
3484,4,9,445.21
1853,1,10,17.87
51,4,8,445.21
3258,3,5,139.23
986,2,8,1702.55
2917,4,7,830.24
2392,5,12,709.34
263,4,11,72.6
2956,2,8,152.55
2488,5,6,641.64
1798,1,10,751.02
2873,1,2,17.87
1240,2,12,1702.55
952,5,1,1230.27
2221,2,9,1702.55
1863,3,1,75.14
3278,3,2,14.23
1368,1,9,751.02
2601,3,1,802.26
2151,3,8,1592.19
1867,4,12,209.84
1410,2,10,1702.55
1798,5,4,448.68
3118,2,11,872.89
3299,3,11,1544.61
1550,4,3,309.81
263,4,4,445.21
489,2,7,75.48
117,6,6,812.44
1832,1,2,25.09
347,3,8,1544.61
1559,4,11,445.21
1470,4,11,72.6
113,6,1,129.01
3242,6,10,1660.88
304,6,10,155.65
247,6,1,43.97
1182,5,8,448.68
2755,1,9,17.87
2132,3,7,139.23
1091,5,6,57.73
2845,3,10,583.27
1779,4,5,182.81
430,4,8,817.36
3423,5,4,198.22
60,4,5,72.6
1237,5,7,1055.82
991,2,8,189.28
1469,3,7,14.23
2102,6,12,43.97
30,1,4,104.24
1954,2,9,143.36
2539,5,10,144.26
3184,2,9,198.29
127,6,3,1230.3
477,2,8,114.93
389,3,9,14.23
2058,4,3,72.6
1095,3,5,583.27
2610,1,8,574.62
2049,6,10,1630.25
3476,5,11,57.73
3177,6,6,43.97
333,6,6,1069.55
1503,5,1,41.13
2130,5,5,64.93
2815,3,6,45.96
2263,3,10,693.76
2941,1,4,1383.61
1663,5,2,431.33
1552,6,8,1069.55
1318,1,12,502.47
310,1,12,179.44
1895,5,8,198.22
1351,1,3,690.49
209,6,7,1660.88
3347,3,8,139.23
3087,5,5,64.93
1607,2,10,195.34
2777,2,9,903.11
1814,1,8,25.09
1457,2,7,195.34
407,4,10,445.21
1417,5,4,1230.27
3146,1,6,409.86
695,3,8,802.26
2952,2,7,195.34
3159,3,12,1592.19
3343,6,6,129.01
169,5,1,509.97
1000,5,12,1010.02
1449,5,5,217.51
1239,3,1,91.15
3142,6,12,128.46
1052,5,8,217.51
3375,4,1,182.81
3170,1,8,1215.34
1946,2,3,75.48
649,5,11,64.93
2500,5,12,431.33
3249,6,10,834.94
1396,6,5,812.44
1740,3,12,139.23
2861,3,9,110.56
2379,1,6,737.17
380,2,8,198.29
1599,4,10,445.21
944,2,1,114.93
1731,2,10,110.81
1084,3,11,45.96
2718,3,1,771.12
516,4,11,459.46
3015,2,4,1702.55
2093,6,4,1630.25
887,3,10,771.12
1752,4,5,90.1
340,2,5,114.93
681,5,7,64.93
299,1,3,1408.91
3266,3,10,450.77
1508,1,10,25.09
2527,1,3,1408.91
3114,1,12,187.39
3432,5,7,64.93
3045,2,9,152.55
1012,5,3,471.6
1628,1,8,957.02
3335,4,12,167.21
3200,5,8,198.22
608,1,7,1383.61
86,2,11,114.93
1567,1,3,179.44
423,1,5,327.98
729,6,5,1028.76
2187,4,3,309.81
2817,3,2,456.45
148,6,5,1305.25
1032,5,7,641.64
1773,6,1,1630.25
2621,1,11,50.66
427,1,7,1215.34
1687,4,12,72.6
2007,6,8,1630.25
760,4,7,135.85
260,6,11,155.65
1639,6,11,43.97
3406,6,5,1028.76
930,3,4,75.14
1266,2,4,1702.55
143,5,12,448.68
399,6,4,1305.25
723,3,12,771.12
2045,2,11,872.89
2418,1,1,957.02
3256,5,8,198.22
3380,6,9,1660.88
2114,4,12,209.84
960,2,4,872.89
3418,3,9,14.23
2991,1,10,17.87
2804,6,7,1279.4
1340,2,10,189.28
874,6,5,129.01
583,6,9,827.16
692,6,9,1230.3
3251,4,3,817.36
665,3,9,110.56
1662,6,3,1069.55
2183,5,6,641.64
171,1,12,437.46
739,4,12,309.81
1490,5,7,57.73
1066,2,7,745.94
1974,4,6,459.46
2189,3,6,4.8
400,1,8,1215.34
1117,3,3,14.23
41,4,8,167.21
2680,5,4,1230.27
330,5,9,471.6
3269,2,8,114.93
1092,4,3,133.78
2987,2,5,114.93
1926,2,5,1702.55
2747,4,12,75.75
2999,1,3,1612.25
1387,5,5,641.64
550,4,12,90.1
86,6,11,834.94
2794,4,12,167.21
3264,6,6,1279.4
2459,3,7,110.56
2648,6,1,1630.25
1582,4,6,737.57
2501,2,2,189.28
3128,6,6,1103.43
2096,2,8,189.28
1023,6,8,43.97
2853,3,4,199.1
3138,1,2,957.02
1919,3,8,14.23
1153,3,1,1544.61
1290,5,10,1230.27
1913,6,2,834.94
2339,5,5,217.51
1798,6,12,15.08
1685,4,12,167.21
2056,5,4,198.22
2101,6,6,827.16
3441,5,8,448.68
3484,6,9,827.16
1809,4,7,182.81
2928,6,7,1103.43
1748,2,10,133.38
1967,4,10,817.36
1942,1,12,143.82
3181,3,12,1592.19
1422,4,4,90.1
1999,2,12,152.55
295,4,4,135.85
1014,3,8,14.23
1375,5,7,451.65
497,4,8,75.75
1286,1,6,690.49
934,2,10,1702.55
2982,5,7,1055.82
350,4,12,133.78
710,6,1,1305.25
2100,6,9,812.44
1194,1,5,690.49
2584,6,11,1630.25
3288,2,7,1295.43
2687,1,11,143.82
1809,3,11,802.26
1250,2,10,143.36
1611,4,2,737.57
2442,4,8,445.21
2726,1,10,187.39
3201,3,12,1592.19
1685,5,5,509.97
1259,5,11,198.22
3365,5,2,709.34
1103,5,1,451.65
3377,6,6,547.28
556,1,8,957.02
387,2,8,195.34
3106,5,5,1230.27
197,1,9,409.86
2816,5,12,448.68
458,1,2,143.82
2602,1,8,50.66
35,4,3,830.24
1376,1,8,957.02
1007,1,10,25.09
1161,6,12,43.97
2553,6,3,15.08
1074,5,7,709.34
2155,2,7,133.38
1572,1,5,1215.34
2100,5,2,57.73
3477,6,10,43.97
1959,1,2,502.47
1177,2,9,152.55
1889,3,6,1592.19
482,2,2,143.36
2374,6,3,827.16
907,5,1,144.26
378,1,8,356.5
1019,3,10,45.96
197,3,12,450.77
3165,2,8,745.94
3152,1,12,502.47
2994,5,2,57.73
586,2,10,745.94
1767,4,4,167.21
2138,2,4,195.34
1398,2,5,110.81
1640,6,1,15.08
2624,4,12,90.1
1412,3,8,110.56
3146,1,3,1408.91
2603,5,2,57.73
3285,3,6,583.27
2929,3,11,1592.19
3193,2,12,872.89
446,5,11,709.34
2110,4,1,209.84
2570,2,3,903.11
395,6,10,1069.55
371,6,12,43.97
2610,6,4,1660.88
375,4,4,72.6
1046,6,1,1069.55
1085,1,4,409.86
234,5,1,217.51
2940,1,8,1215.34
2188,2,10,75.48
629,4,1,309.81
2105,6,7,1660.88
1581,6,3,15.08
1492,2,6,110.81
1868,6,9,1630.25
136,6,1,129.01
905,4,1,830.24
2291,5,9,198.22
874,4,3,209.84
412,4,12,135.85
955,4,12,64.51
494,3,4,110.56
2073,5,5,709.34
3415,1,5,1408.91
2753,3,4,91.15
2422,6,11,129.01
3496,1,4,1612.25
22,5,9,431.33
3173,6,7,128.46
2020,4,3,817.36
145,3,4,450.77
1054,2,9,903.11
962,6,12,547.28
2012,1,2,1408.91
3276,1,10,187.39
384,1,10,299.27
452,1,6,104.24
2577,3,2,139.23
1428,6,12,812.44
1540,2,12,903.11
2281,3,2,110.56
235,2,10,133.38
3118,2,7,195.34
3267,6,9,1069.55
1306,6,8,1069.55
1913,3,7,4.8
2197,1,9,179.44
1905,6,12,1279.4
1151,6,2,1660.88
2782,6,7,15.08
1743,5,9,144.26
22,1,7,751.02
2603,6,12,1630.25
18,5,7,471.6
367,5,11,198.22
3185,4,5,445.21
2070,3,9,456.45
1056,1,4,1408.91
1093,1,8,179.44
3068,6,1,15.08
2280,3,5,456.45
3144,1,7,17.87
300,6,2,812.44
1783,1,1,104.24
893,5,2,217.51
523,3,1,771.12
1289,4,3,72.6
1073,1,12,143.82
882,5,9,1055.82
1360,2,3,1702.55
896,6,7,1230.3
2510,2,4,1702.55
3490,5,1,431.33
2859,6,6,1305.25
3157,5,4,57.73
3097,1,1,690.49
1825,2,7,1702.55
2537,5,3,57.73
1837,4,9,445.21
2874,3,9,802.26
1131,3,2,1592.19
3174,3,12,45.96
685,2,7,1702.55
1691,1,12,356.5
1746,5,5,448.68
91,6,12,1069.55
1531,5,11,448.68
214,1,10,179.44
2030,5,5,1230.27
514,4,8,182.81
339,3,8,1544.61
2788,1,7,299.27
745,5,7,431.33
92,6,11,1069.55
370,5,8,1055.82
3448,5,11,448.68
2260,6,7,1660.88
663,1,10,502.47
1656,3,4,110.56
3431,1,2,737.17
2190,4,11,133.78
2432,1,11,179.44
162,4,9,737.57
2468,4,12,167.21
2203,2,8,1702.55
2531,5,12,448.68
2521,6,6,1230.3
1449,5,4,57.73
39,1,9,299.27
1295,2,8,133.38
1736,1,11,1215.34
1153,3,7,4.8
1788,3,3,75.14
2150,3,9,75.14
1995,3,8,45.96
2154,6,8,1103.43
248,2,6,1702.55
2697,2,11,872.89
1929,1,11,50.66
243,3,2,802.26
1115,3,6,583.27
967,6,10,1103.43
2240,3,5,75.14
1434,1,1,437.46
1460,2,10,1702.55
2454,2,1,1702.55
1447,6,9,155.65
2915,5,6,64.93
3320,4,5,75.75
3324,2,11,189.28
1578,5,11,448.68
3141,1,9,104.24
3030,1,9,25.09
2248,6,5,1028.76
2821,1,4,409.86
910,6,4,1305.25
2586,6,1,547.28
1788,4,12,90.1
2842,4,3,817.36
371,6,3,834.94
116,6,11,1103.43
2534,2,1,152.55
2717,6,3,1103.43
1710,6,1,129.01
451,1,3,1408.91
300,4,1,135.85
2817,5,12,709.34
3411,3,4,1544.61
2185,6,7,1279.4
3202,5,6,448.68
1133,2,10,872.89
650,6,11,128.46
256,1,1,409.86
3334,1,9,409.86
1614,3,7,4.8
1844,1,6,737.17
1120,5,11,57.73
758,2,12,75.48
1438,1,4,409.86
608,3,6,802.26
562,5,11,431.33
2743,5,5,471.6
1223,1,11,17.87
808,1,5,1215.34
2397,5,10,144.26
2755,5,9,431.33
3258,3,7,199.1
3015,6,8,1279.4
3035,6,10,128.46
49,6,8,812.44
2308,3,2,199.1
1074,2,2,143.36
2549,2,6,1702.55
887,3,11,456.45
268,3,9,802.26
1719,2,11,110.81
514,3,7,199.1
2684,6,7,1230.3
773,6,8,1103.43
2916,2,6,110.81
3291,5,4,451.65
784,1,8,299.27
1859,1,10,1383.61
3186,3,2,1544.61
1495,1,12,143.82
1660,2,6,110.81
1037,4,7,64.51
2019,2,6,1702.55
2184,1,6,409.86
1615,3,11,139.23
2069,6,3,1028.76
506,2,10,195.34
2679,4,5,64.51
1530,3,3,583.27
1190,4,3,209.84
1780,6,2,15.08
964,3,2,14.23
1165,3,10,45.96
2601,1,11,25.09
1645,3,7,45.96
766,3,6,693.76
1988,5,8,144.26
3355,1,8,690.49
1905,1,6,50.66
2771,1,5,409.86
759,3,9,771.12
2561,6,2,812.44
75,6,8,547.28
701,3,4,75.14
1927,3,9,1592.19
2142,4,2,182.81
1593,1,9,574.62
585,6,1,43.97
3327,5,11,57.73
3193,4,3,445.21
794,4,4,209.84
1324,4,7,167.21
809,3,5,75.14
3007,1,12,25.09
2404,6,3,812.44
3255,1,1,1612.25
2083,1,7,437.46
2523,3,11,693.76
1783,6,11,1305.25
2443,1,8,737.17
124,4,10,167.21
2681,2,5,745.94
3449,1,6,502.47
2857,2,6,872.89
116,6,7,43.97
2947,6,12,1660.88
3232,4,5,135.85
3054,5,9,451.65
2648,6,8,1630.25
3378,2,8,1702.55
8,4,9,209.84
542,1,11,690.49
2799,3,3,802.26
1138,5,4,1010.02
787,3,6,583.27
1181,4,5,64.51
2511,4,10,737.57
1816,1,6,50.66
2619,1,10,957.02
2998,5,5,448.68
937,1,12,143.82
2169,1,1,1612.25
125,5,8,41.13
3173,1,7,1215.34
1400,1,11,690.49
1561,3,1,583.27
1056,4,3,209.84
1330,1,10,690.49
2736,5,1,1010.02
994,1,4,25.09
1587,5,9,217.51
400,5,6,641.64
2069,3,1,802.26
3256,2,5,903.11
606,5,11,509.97
378,6,1,1305.25
2536,3,5,199.1
1992,5,3,471.6
477,6,4,1305.25
723,6,4,128.46
3301,3,10,110.56
2037,4,2,75.75
1899,6,10,834.94
2266,1,4,437.46
1504,6,12,128.46
2865,1,8,690.49
892,1,7,179.44
1731,4,1,445.21
3038,1,7,50.66
1148,1,12,50.66
223,4,3,182.81
2094,2,11,152.55
214,2,3,195.34
33,6,5,1279.4
1671,5,11,709.34
2666,5,3,217.51
645,4,9,90.1
1117,2,5,110.81
1227,1,5,437.46
3126,4,5,135.85
912,4,9,72.6
2111,4,12,133.78
1073,6,10,155.65
3018,6,11,1305.25
2378,1,3,409.86
2040,4,9,133.78
3200,4,2,133.78
1234,4,1,64.51
3173,5,9,709.34
372,6,10,129.01
37,1,10,737.17
26,6,4,129.01
831,1,12,179.44
1560,6,3,15.08
350,1,11,179.44
219,1,6,437.46
3437,3,5,199.1
1550,1,1,143.82
1687,3,5,4.8
1312,5,12,451.65
2570,5,9,448.68
3071,1,2,187.39
3308,3,9,802.26
2991,1,3,737.17
61,6,11,1103.43
1252,5,5,198.22
1343,4,7,135.85
1,1,4,751.02
2407,4,6,75.75
3296,2,6,114.93
3151,3,5,450.77
3035,6,11,1279.4
2691,2,8,195.34
375,5,9,217.51
2756,4,10,182.81
1976,4,7,445.21
629,2,2,110.81
3325,3,8,456.45
2085,1,1,1408.91
18,5,5,509.97
1200,6,8,155.65
2580,3,4,1592.19
364,6,10,1103.43
3060,1,10,299.27
1061,2,12,110.81
3200,1,4,409.86
988,2,5,133.38
2060,1,5,104.24
2346,3,7,693.76
44,1,11,437.46
1753,1,11,574.62
2831,1,10,356.5
1079,1,3,356.5
1428,5,5,1010.02
187,4,7,309.81
2799,1,5,1215.34
575,5,4,641.64
3319,2,6,195.34
3131,4,10,167.21
3005,4,3,72.6
1686,4,6,90.1
1826,5,8,509.97
1906,4,10,167.21
2481,6,9,1305.25
1808,1,1,957.02
1043,4,3,737.57
1389,2,9,152.55
2225,1,4,1408.91
2870,1,9,25.09
2178,5,5,144.26
756,1,9,17.87
743,1,1,1612.25
2818,1,9,327.98
2937,2,8,189.28
2963,2,11,75.48
3246,4,9,459.46
1115,5,10,1230.27
1565,1,12,737.17
154,4,1,167.21
3212,6,9,1279.4
735,5,4,217.51
2116,2,7,110.81
2181,3,1,91.15
2622,3,4,693.76
1965,3,3,693.76
1185,1,12,299.27
353,6,8,1305.25
728,6,7,1279.4
1862,4,3,737.57
3379,3,10,1592.19
750,3,11,450.77
772,6,10,129.01
924,1,9,50.66
2726,4,6,830.24
247,1,6,143.82
658,4,8,75.75
1566,2,6,1295.43
577,2,5,152.55
2059,1,7,25.09
2158,3,2,802.26
3271,6,2,15.08
182,4,10,817.36
769,2,2,195.34
2791,3,6,1592.19
2179,2,3,110.81
1820,2,2,1295.43
50,4,7,135.85
3293,3,3,693.76
3174,4,11,72.6
1287,6,2,1660.88
2204,1,5,17.87
2524,6,6,1069.55
2224,2,2,198.29
1614,5,5,64.93
143,2,4,745.94
1330,1,4,574.62
1401,6,10,1103.43
1535,4,7,75.75
984,5,10,448.68
403,5,3,448.68
3166,1,1,751.02
840,5,11,144.26
2415,1,9,17.87
2618,5,7,431.33
1323,1,10,327.98
1111,4,6,209.84
1261,1,9,179.44
1417,5,2,431.33
1396,1,7,574.62
2070,6,7,128.46
1379,2,12,1702.55
1368,6,1,547.28
2548,1,2,104.24
1811,2,11,110.81
764,3,10,771.12
2572,2,10,110.81
1232,3,10,771.12
1082,6,6,1230.3
1009,2,2,195.34
2155,4,11,737.57
193,2,1,195.34
2923,6,6,1069.55
319,1,3,737.17
741,4,7,133.78
562,3,1,4.8
1331,1,9,1383.61
1006,5,2,64.93
3455,4,2,309.81
1468,6,6,155.65
2846,3,12,14.23
3154,5,1,144.26
2247,4,2,817.36
2043,4,6,445.21
2627,1,8,751.02
1366,1,1,356.5
343,6,9,1279.4
2682,3,7,1544.61
1703,1,12,502.47
140,1,6,690.49
1733,2,8,1702.55
435,6,9,1660.88
1642,4,8,90.1
3499,5,6,448.68
3177,1,6,327.98
1462,2,10,110.81
3323,1,3,104.24
3400,4,5,817.36
124,1,3,327.98
2808,2,9,745.94
3239,4,6,72.6
2822,3,12,1544.61
2015,5,11,451.65
1897,3,5,1544.61
733,1,10,574.62
737,4,9,133.78
1207,6,3,15.08
2253,5,8,41.13
611,5,4,471.6
2269,5,3,471.6
292,5,9,217.51
832,2,9,75.48
2050,5,12,448.68
2433,4,7,133.78
2837,4,11,182.81
2791,4,6,209.84
1102,4,10,64.51
142,2,6,152.55
2968,6,6,43.97
2410,1,2,17.87
1864,4,8,135.85
3415,2,10,75.48
2000,4,8,75.75
3026,5,8,1010.02
3134,6,7,1630.25
2803,1,9,957.02
2923,1,11,299.27
2616,6,2,1103.43
3304,1,8,25.09
993,3,12,139.23
174,1,9,751.02
2747,6,7,1230.3
1930,4,7,90.1
1762,6,12,827.16
3273,1,7,409.86
508,1,4,409.86
1234,1,10,50.66
1233,6,9,834.94
1494,5,5,448.68
1811,6,7,1103.43
1924,6,10,812.44
3349,5,5,1010.02
219,2,3,198.29
1994,1,7,1612.25
1129,2,3,75.48
7,2,4,114.93
2559,5,8,198.22
2569,5,8,641.64
882,6,8,1103.43
1200,5,8,1230.27
1469,5,10,448.68
1933,1,6,751.02
1568,6,2,1028.76
2917,4,4,182.81
1613,5,7,64.93
811,3,7,456.45
103,1,8,409.86
1111,6,7,128.46
3369,6,2,1069.55
1539,5,8,144.26
3406,5,4,144.26
994,2,11,110.81
2090,5,7,198.22
1363,1,4,187.39
2742,5,7,144.26
156,6,3,547.28
2720,2,4,110.81
3100,3,7,75.14
1361,3,7,75.14
2002,1,8,356.5
1616,6,8,1028.76
2298,2,4,114.93
3209,5,2,1230.27
232,3,1,693.76
398,2,9,133.38
440,2,11,152.55
1669,5,2,641.64
407,5,2,451.65
1723,3,11,4.8
2902,6,6,827.16
660,6,12,827.16
2745,2,1,1702.55
787,1,9,356.5
3172,5,11,448.68
1909,2,8,143.36
1328,1,5,751.02
667,2,8,872.89
1622,6,10,1305.25
638,5,5,217.51
3277,4,11,72.6
3086,1,4,1408.91
2314,1,11,1215.34
1916,6,7,1069.55
3224,2,1,114.93
2893,2,11,1702.55
485,1,8,104.24
937,3,2,45.96
2402,5,1,144.26
1717,2,3,872.89
590,5,9,641.64
1070,5,12,1055.82
1074,4,12,445.21
1253,3,5,14.23
1332,1,1,437.46
6,5,9,57.73
1755,6,3,155.65
3451,3,11,1544.61
270,1,11,143.82
471,3,7,456.45
1713,3,10,199.1
1162,6,8,155.65
1276,2,5,152.55
817,4,11,209.84
827,3,6,110.56
2775,5,11,448.68
1227,4,10,459.46
343,6,2,43.97
1402,2,10,1702.55
2984,2,4,1295.43
1746,5,5,641.64
2426,1,8,737.17
694,4,12,75.75
1584,2,1,872.89
2836,2,5,152.55
1579,1,11,690.49
629,2,2,872.89
1658,4,3,737.57
3432,4,5,459.46
1068,1,4,50.66
2662,3,6,139.23
1887,4,2,75.75
2125,3,12,14.23
2574,1,12,187.39
3362,5,1,144.26
2350,3,4,450.77
522,5,3,64.93
1727,3,2,199.1
103,1,11,17.87
3430,6,9,812.44
2272,2,8,195.34
3087,1,3,1408.91
1522,2,6,872.89
289,5,8,451.65
3312,6,8,834.94
1409,1,11,737.17
1265,6,12,827.16
2930,6,2,1230.3
2057,2,2,133.38
620,5,7,57.73
2969,6,8,43.97
1718,5,4,448.68
3402,5,12,641.64
936,1,7,1383.61
3076,4,3,309.81
1761,6,10,129.01
728,4,12,72.6
886,4,12,64.51
2240,2,9,195.34
1317,5,10,641.64
1408,2,4,1702.55
1263,4,8,90.1
2705,1,12,1408.91
1135,4,7,133.78
2070,4,4,309.81
953,4,3,133.78
2833,3,9,456.45
141,6,7,1103.43
3266,4,6,90.1
2999,6,7,43.97
3283,6,10,1069.55
790,6,5,1630.25
637,6,1,15.08
456,3,1,75.14
1103,4,5,817.36
108,4,11,830.24
159,4,10,72.6
3032,4,1,167.21
670,6,9,129.01
1113,1,7,751.02
199,3,6,1544.61
1877,4,1,90.1
137,6,12,15.08
579,5,1,1230.27
2201,6,7,812.44
500,4,12,72.6
1446,5,12,451.65
2377,1,10,437.46
2630,6,10,827.16
3388,1,5,957.02
154,6,9,155.65
1229,6,11,834.94
1465,3,5,802.26
280,3,10,771.12
3319,4,5,309.81
1058,1,9,574.62
254,6,2,812.44
1513,1,8,437.46
2034,2,5,114.93
47,1,7,502.47
1322,6,10,1279.4
2780,4,7,445.21
204,5,6,641.64
875,2,1,1702.55
3235,1,5,574.62
759,6,8,128.46
533,1,4,1215.34
819,1,11,1383.61
326,4,4,167.21
3003,2,1,110.81
2523,1,8,17.87
2098,6,12,1305.25
1515,4,7,135.85
1692,2,8,75.48
2566,2,7,110.81
1688,4,12,90.1
810,4,3,209.84
1957,1,12,502.47
1429,5,11,57.73
643,1,5,1612.25
2136,3,5,450.77
1355,1,5,502.47
657,3,10,199.1
2609,1,5,17.87
704,4,4,133.78
3399,2,2,189.28
3379,5,4,451.65
2449,6,10,129.01
3206,3,3,199.1
3279,1,3,690.49
1292,2,11,133.38
2945,1,11,104.24
696,2,12,110.81
2877,6,5,1305.25
1519,2,5,75.48
3268,2,5,1702.55
1589,2,4,1702.55
1006,3,11,139.23
