customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,sales_profit
386,1,63,6.0,1,0,5.0,27.0,2.0,8.0,2415.9700000000003
387,0,34,2.0,1,0,22.0,40.0,2.0,10.0,3417.7799999999997
388,1,53,2.0,1,1,11.0,51.0,3.0,8.0,1834.03
389,1,97,9.0,2,1,17.0,42.0,2.0,9.0,2123.26
390,0,83,1.0,2,0,3.0,20.0,2.0,10.0,1511.1999999999998
391,0,80,6.0,1,0,16.0,47.0,2.0,2.0,1315.06
392,0,38,3.0,1,0,13.0,39.0,3.0,8.0,5025.31
393,0,35,7.0,1,1,9.0,62.0,2.0,10.0,866.58
394,1,70,1.0,3,1,16.0,40.0,2.0,5.0,5445.459999999999
395,0,28,5.0,3,1,9.0,41.0,3.0,7.0,4597.74
396,1,98,8.0,3,1,16.0,50.0,2.0,11.0,4647.13
397,1,86,2.0,2,1,5.0,36.0,1.0,7.0,2618.0
398,1,20,5.0,2,0,11.0,48.0,3.0,12.0,938.5000000000001
399,0,26,7.0,2,1,16.0,41.0,1.0,3.0,5020.5
400,1,86,2.0,1,0,5.0,55.0,3.0,11.0,2688.92
401,1,56,5.0,1,0,15.0,31.0,2.0,5.0,3643.0299999999997
402,0,9,5.0,2,0,22.0,40.0,2.0,1.0,4965.429999999999
403,1,40,7.0,1,1,17.0,42.0,3.0,3.0,3653.6899999999996
404,0,92,2.0,2,1,4.0,22.0,2.0,4.0,4965.7
405,1,19,7.0,3,1,14.0,46.0,2.0,8.0,3338.3399999999997
406,1,58,2.0,3,0,12.0,30.0,2.0,1.0,3486.14
407,1,82,7.0,3,1,15.0,38.0,2.0,8.0,4096.06
408,0,79,2.0,2,0,11.0,26.0,3.0,10.0,3082.2799999999997
409,1,84,1.0,1,1,13.0,39.0,2.0,9.0,2267.84
410,1,14,7.0,1,1,11.0,27.0,2.0,8.0,2177.9300000000003
411,1,84,2.0,3,0,12.0,40.0,2.0,8.0,2553.83
412,1,65,4.0,3,0,19.0,57.0,1.0,3.0,1055.03
413,0,79,7.0,3,1,19.0,60.0,2.0,9.0,3822.8
414,0,12,1.0,3,0,10.0,41.0,2.0,8.0,2304.56
415,1,20,2.0,2,1,18.0,62.0,2.0,9.0,1490.77
416,1,14,7.0,1,1,1.0,20.0,1.0,4.0,3085.98
417,1,37,6.0,1,0,15.0,46.0,3.0,8.0,3807.6400000000003
418,1,56,7.0,1,0,6.0,59.0,2.0,1.0,3325.13
419,1,34,7.0,2,0,17.0,36.0,1.0,8.0,5027.370000000001
420,0,93,9.0,3,0,7.0,59.0,3.0,7.0,3652.17
421,1,26,5.0,1,1,2.0,18.0,2.0,3.0,3952.15
422,0,78,7.0,2,0,1.0,15.0,2.0,11.0,2390.84
423,0,43,7.0,1,0,9.0,61.0,1.0,2.0,1589.82
424,0,77,1.0,3,0,9.0,39.0,3.0,11.0,4525.19
425,1,60,5.0,1,1,20.0,64.0,2.0,3.0,7388.6
426,1,10,7.0,2,0,8.0,45.0,3.0,8.0,6933.150000000001
427,0,77,9.0,1,1,2.0,21.0,2.0,11.0,2515.68
428,1,0,1.0,3,1,14.0,40.0,2.0,10.0,3355.11
429,1,7,4.0,3,1,21.0,39.0,2.0,3.0,3652.2599999999998
430,1,46,2.0,3,1,11.0,44.0,1.0,7.0,5625.17
431,0,8,1.0,2,1,18.0,61.0,1.0,7.0,1215.34
432,0,83,7.0,2,1,10.0,27.0,2.0,10.0,5110.170000000001
433,0,94,3.0,2,0,15.0,53.0,3.0,2.0,3754.1600000000003
434,0,93,2.0,1,1,19.0,22.0,2.0,10.0,1027.8899999999999
435,0,5,8.0,1,0,1.0,18.0,2.0,12.0,4727.750000000001
436,0,75,4.0,1,0,18.0,60.0,2.0,10.0,2124.71
437,0,24,7.0,2,1,17.0,41.0,3.0,7.0,3045.5999999999995
438,0,25,3.0,3,1,13.0,28.0,3.0,4.0,7692.389999999999
439,1,26,7.0,2,0,10.0,43.0,3.0,8.0,2750.24
440,1,46,8.0,1,0,10.0,40.0,2.0,6.0,2481.1899999999996
441,1,74,4.0,1,0,11.0,43.0,2.0,8.0,1750.76
442,0,2,2.0,1,0,1.0,16.0,1.0,6.0,2789.25
443,1,21,6.0,3,1,10.0,45.0,1.0,7.0,3171.1400000000003
444,1,32,7.0,1,1,8.0,50.0,2.0,6.0,3807.46
445,0,91,2.0,1,0,5.0,33.0,3.0,5.0,8081.860000000001
446,1,73,4.0,2,1,4.0,39.0,2.0,9.0,5363.299999999999
447,1,98,6.0,1,1,1.0,16.0,2.0,10.0,2781.88
448,1,34,4.0,3,0,3.0,22.0,2.0,10.0,2413.08
449,1,74,7.0,3,1,6.0,43.0,2.0,7.0,3292.3999999999996
450,1,5,9.0,1,1,18.0,42.0,2.0,10.0,3178.3
451,2,37,4.0,3,0,11.0,40.0,3.0,10.0,2560.37
452,1,22,3.0,1,1,5.0,58.0,3.0,8.0,1561.59
453,2,81,4.0,3,0,11.0,40.0,2.0,10.0,2292.0499999999997
454,2,58,1.0,2,1,11.0,40.0,1.0,10.0,4738.75
455,0,97,7.0,1,1,5.0,26.0,2.0,10.0,1600.9
456,0,47,7.0,2,1,17.0,42.0,2.0,7.0,2183.1
457,1,70,2.0,3,1,17.0,37.0,2.0,9.0,3680.3399999999997
458,0,57,7.0,2,1,18.0,48.0,3.0,8.0,1247.24
459,1,88,7.0,1,1,13.0,31.0,1.0,5.0,2402.4
460,1,0,7.0,2,1,16.0,31.0,3.0,2.0,2017.66
461,1,19,1.0,1,1,14.0,38.0,2.0,10.0,5722.38
462,1,32,7.0,2,1,5.0,57.0,2.0,6.0,3600.2599999999998
463,1,9,2.0,1,1,20.0,55.0,2.0,7.0,3829.7
464,1,32,7.0,1,1,10.0,59.0,3.0,11.0,2102.9900000000002
465,1,54,2.0,2,1,14.0,41.0,2.0,5.0,3488.79
466,0,84,7.0,2,1,2.0,26.0,2.0,9.0,2813.6600000000003
467,0,51,3.0,2,0,15.0,63.0,2.0,9.0,3850.3199999999993
468,1,11,3.0,3,1,8.0,43.0,3.0,9.0,4063.59
469,0,91,2.0,3,1,3.0,21.0,2.0,12.0,4177.21
470,0,22,5.0,1,0,1.0,16.0,2.0,11.0,1890.57
471,1,82,2.0,2,0,14.0,61.0,3.0,8.0,3918.1099999999997
472,1,38,2.0,1,1,8.0,27.0,2.0,9.0,3309.79
473,0,2,1.0,1,1,20.0,40.0,3.0,9.0,8364.66
474,1,86,9.0,2,0,18.0,34.0,2.0,9.0,1520.73
475,0,0,7.0,2,0,1.0,21.0,3.0,10.0,2907.2799999999997
476,0,65,7.0,1,0,14.0,28.0,1.0,8.0,1353.6100000000001
477,1,32,2.0,3,1,13.0,57.0,2.0,9.0,3375.0600000000004
478,1,65,7.0,2,1,5.0,56.0,2.0,8.0,3320.21
479,1,11,4.0,1,1,4.0,23.0,2.0,4.0,3335.2
480,2,67,1.0,1,1,11.0,40.0,2.0,6.0,644.02
481,1,68,6.0,1,0,8.0,27.0,2.0,9.0,1617.2099999999998
482,0,33,1.0,1,0,20.0,55.0,2.0,9.0,5887.200000000001
483,0,35,5.0,2,0,9.0,44.0,3.0,9.0,2307.78
484,0,64,7.0,1,0,22.0,43.0,2.0,9.0,1704.78
485,1,23,7.0,3,0,20.0,43.0,2.0,3.0,2715.28
486,1,0,7.0,2,1,15.0,62.0,3.0,7.0,4915.77
487,1,70,1.0,1,0,10.0,38.0,3.0,9.0,687.51
488,1,24,3.0,1,1,10.0,37.0,3.0,2.0,1172.1000000000001
489,1,18,5.0,1,1,4.0,46.0,3.0,4.0,2073.68
490,1,44,6.0,1,0,6.0,25.0,3.0,11.0,4593.009999999999
491,0,45,3.0,2,1,19.0,41.0,3.0,10.0,2735.7099999999996
492,0,54,2.0,1,0,21.0,41.0,3.0,9.0,2707.8999999999996
493,1,83,7.0,1,1,5.0,57.0,1.0,10.0,151.94
494,0,33,7.0,1,0,9.0,42.0,2.0,10.0,894.99
495,0,91,2.0,1,1,6.0,58.0,3.0,9.0,4087.04
496,1,25,2.0,2,1,11.0,41.0,2.0,9.0,1310.77
497,1,96,3.0,1,1,11.0,43.0,3.0,9.0,1061.48
498,1,58,7.0,3,1,10.0,39.0,2.0,3.0,4982.41
499,0,39,2.0,2,0,19.0,56.0,3.0,7.0,4043.5799999999995
500,0,19,5.0,2,1,10.0,25.0,3.0,7.0,3977.81
501,1,94,7.0,3,0,19.0,40.0,3.0,8.0,1392.5900000000001
502,1,39,7.0,1,0,18.0,47.0,1.0,3.0,2959.58
503,0,87,1.0,2,1,10.0,28.0,2.0,10.0,1280.6399999999999
504,0,93,7.0,3,1,7.0,22.0,3.0,7.0,2714.76
505,1,40,7.0,3,1,10.0,51.0,2.0,9.0,3369.4700000000003
506,1,43,5.0,1,0,21.0,32.0,3.0,10.0,6985.24
507,1,98,1.0,1,0,7.0,46.0,2.0,8.0,4290.7699999999995
508,1,94,3.0,1,1,11.0,46.0,2.0,9.0,3533.3600000000006
509,0,64,2.0,2,1,21.0,38.0,1.0,6.0,4389.7300000000005
510,1,61,7.0,1,0,2.0,25.0,2.0,8.0,1694.5900000000001
511,1,92,1.0,3,0,10.0,35.0,2.0,3.0,2782.8799999999997
512,0,76,2.0,1,0,6.0,62.0,3.0,8.0,1136.3400000000001
513,2,30,4.0,1,0,11.0,40.0,3.0,12.0,4222.139999999999
514,0,9,2.0,1,1,4.0,21.0,3.0,10.0,2144.29
515,1,55,4.0,3,0,8.0,28.0,2.0,12.0,6986.24
516,0,23,2.0,1,0,20.0,59.0,2.0,8.0,4722.210000000001
517,1,73,3.0,1,1,3.0,32.0,2.0,11.0,2632.16
518,0,60,5.0,1,1,10.0,26.0,1.0,8.0,938.25
519,0,83,7.0,1,1,1.0,17.0,3.0,12.0,2326.39
520,1,66,2.0,2,1,15.0,53.0,2.0,9.0,819.26
521,1,29,1.0,3,0,16.0,39.0,2.0,8.0,624.9000000000001
522,1,64,7.0,2,1,16.0,41.0,1.0,9.0,1663.83
523,1,44,2.0,2,1,16.0,43.0,2.0,10.0,2795.77
524,1,16,5.0,1,0,11.0,55.0,3.0,5.0,2024.5300000000002
525,0,64,7.0,1,1,9.0,37.0,3.0,2.0,3584.83
526,2,9,1.0,1,1,11.0,40.0,2.0,12.0,1111.55
527,1,81,2.0,1,1,9.0,27.0,2.0,8.0,1694.76
528,1,10,1.0,1,0,4.0,38.0,2.0,10.0,4175.150000000001
529,0,18,5.0,2,1,10.0,28.0,2.0,9.0,2339.14
530,0,2,7.0,1,0,15.0,43.0,3.0,10.0,1751.3500000000001
531,1,94,2.0,3,0,1.0,24.0,2.0,7.0,1761.46
532,1,25,2.0,2,0,19.0,56.0,1.0,5.0,3920.83
533,0,40,5.0,1,0,11.0,36.0,2.0,7.0,5387.05
534,1,2,7.0,1,0,12.0,63.0,2.0,11.0,4809.950000000001
535,1,67,7.0,2,0,3.0,24.0,3.0,12.0,1261.57
536,1,64,7.0,2,0,16.0,58.0,2.0,7.0,3662.3
537,1,16,9.0,3,0,7.0,28.0,2.0,10.0,825.73
538,1,33,7.0,1,1,5.0,61.0,1.0,7.0,6447.150000000001
539,0,53,1.0,3,0,15.0,42.0,3.0,9.0,1676.43
540,1,80,7.0,1,0,1.0,16.0,2.0,9.0,1821.0299999999997
541,1,23,7.0,2,1,13.0,51.0,3.0,10.0,2755.28
542,1,78,7.0,1,0,18.0,50.0,2.0,6.0,2098.52
543,0,9,5.0,2,1,17.0,44.0,2.0,4.0,1924.15
544,0,51,7.0,3,1,5.0,27.0,2.0,10.0,2246.42
545,1,43,1.0,1,1,18.0,39.0,2.0,8.0,5665.79
546,1,80,1.0,1,1,12.0,36.0,2.0,2.0,4449.53
547,1,22,1.0,1,0,5.0,21.0,2.0,9.0,2901.1900000000005
548,2,84,4.0,3,1,11.0,40.0,1.0,7.0,4223.29
549,0,84,5.0,1,1,2.0,32.0,2.0,1.0,3751.75
550,1,16,5.0,1,0,15.0,41.0,3.0,6.0,1437.72
551,1,8,2.0,3,0,9.0,30.0,3.0,7.0,2850.0
552,0,66,7.0,3,1,20.0,39.0,2.0,9.0,1577.6999999999998
553,1,62,6.0,2,1,7.0,38.0,2.0,7.0,2566.27
554,1,33,1.0,1,1,7.0,62.0,2.0,9.0,1670.6699999999998
555,0,99,3.0,1,0,4.0,47.0,3.0,4.0,3505.63
556,1,69,7.0,1,0,11.0,60.0,2.0,8.0,3985.03
557,1,67,7.0,2,1,18.0,56.0,1.0,2.0,830.3100000000001
558,1,96,7.0,1,0,8.0,44.0,3.0,7.0,3513.0200000000004
559,1,39,5.0,3,1,16.0,29.0,2.0,10.0,1824.48
560,1,1,1.0,2,0,8.0,64.0,3.0,1.0,3583.46
561,1,99,7.0,1,0,12.0,40.0,2.0,8.0,2891.59
562,1,88,7.0,1,0,17.0,47.0,1.0,3.0,2125.0099999999998
563,0,25,4.0,1,1,19.0,43.0,1.0,5.0,1931.13
564,1,7,5.0,3,0,7.0,34.0,2.0,9.0,2143.3900000000003
565,0,30,7.0,1,1,16.0,58.0,2.0,8.0,7079.07
566,1,66,2.0,3,1,9.0,39.0,2.0,12.0,2145.56
567,0,73,2.0,2,0,16.0,52.0,2.0,11.0,439.57
568,0,32,7.0,1,0,13.0,60.0,1.0,8.0,1258.1
569,0,30,4.0,1,0,10.0,41.0,2.0,2.0,6084.14
570,0,14,2.0,1,1,15.0,39.0,2.0,10.0,3446.07
571,1,30,9.0,1,0,6.0,59.0,3.0,10.0,2284.98
572,0,0,1.0,3,1,5.0,50.0,3.0,10.0,2600.44
573,0,39,7.0,1,0,2.0,23.0,3.0,8.0,1618.83
574,0,95,2.0,1,0,20.0,27.0,2.0,12.0,2172.4100000000003
575,0,64,2.0,3,1,11.0,61.0,2.0,11.0,714.24
576,0,98,5.0,1,1,7.0,40.0,2.0,10.0,4580.35
577,1,41,3.0,1,1,19.0,61.0,3.0,8.0,4242.34
578,1,72,7.0,3,1,3.0,22.0,3.0,10.0,2754.81
579,1,89,1.0,1,0,12.0,43.0,2.0,10.0,4204.6
580,0,83,2.0,1,1,14.0,42.0,2.0,7.0,2185.5099999999998
581,1,32,2.0,1,1,16.0,48.0,2.0,9.0,2223.55
582,2,21,4.0,2,0,11.0,40.0,2.0,4.0,2744.6
583,0,97,1.0,1,0,4.0,31.0,2.0,7.0,2258.19
584,1,10,7.0,2,1,19.0,22.0,2.0,10.0,1270.21
585,1,66,1.0,1,1,10.0,39.0,1.0,4.0,2991.8599999999997
586,1,63,7.0,1,0,4.0,18.0,2.0,9.0,2562.4700000000003
587,0,43,1.0,1,1,19.0,51.0,3.0,8.0,3293.3799999999997
588,0,15,9.0,1,0,11.0,54.0,2.0,1.0,3603.85
589,0,76,2.0,1,1,1.0,22.0,2.0,11.0,1397.9
590,1,85,1.0,1,1,11.0,29.0,2.0,11.0,6629.57
591,0,16,9.0,2,0,16.0,43.0,2.0,11.0,484.96000000000004
592,0,73,7.0,1,0,2.0,25.0,1.0,8.0,1071.53
593,0,64,7.0,1,0,4.0,33.0,2.0,4.0,3493.8
594,0,74,7.0,1,0,13.0,37.0,2.0,9.0,6630.72
595,0,72,2.0,1,0,22.0,44.0,1.0,4.0,2011.1599999999999
596,1,9,3.0,2,0,13.0,49.0,1.0,2.0,3836.34
597,1,6,7.0,1,0,6.0,63.0,3.0,7.0,1830.3899999999999
598,0,25,2.0,3,0,12.0,50.0,2.0,12.0,3535.5600000000004
599,2,48,2.0,1,1,11.0,40.0,3.0,8.0,4319.139999999999
600,0,65,6.0,1,1,8.0,43.0,2.0,8.0,1854.7800000000002
601,0,56,5.0,3,1,4.0,25.0,2.0,11.0,1423.44
602,1,0,7.0,3,1,9.0,25.0,1.0,3.0,2568.7599999999998
603,1,28,2.0,2,0,11.0,30.0,1.0,5.0,3148.1000000000004
604,1,72,4.0,2,0,3.0,19.0,2.0,8.0,4661.96
605,0,13,7.0,1,1,5.0,45.0,2.0,8.0,5025.64
606,1,62,7.0,1,1,2.0,28.0,2.0,8.0,2488.5299999999997
607,1,55,1.0,1,0,15.0,41.0,2.0,11.0,7137.62
608,1,55,5.0,3,1,12.0,37.0,1.0,6.0,4050.11
609,1,32,1.0,1,0,1.0,17.0,2.0,9.0,2168.73
610,0,45,2.0,1,1,15.0,59.0,2.0,6.0,3399.91
611,0,58,7.0,1,1,16.0,31.0,1.0,8.0,3500.44
612,0,50,1.0,1,0,14.0,55.0,2.0,11.0,2115.4700000000003
613,1,4,3.0,3,0,17.0,28.0,2.0,9.0,2098.5899999999997
614,1,45,7.0,1,1,11.0,22.0,2.0,11.0,6120.46
615,1,93,3.0,1,0,19.0,61.0,1.0,9.0,3620.88
616,1,36,1.0,3,0,6.0,22.0,2.0,4.0,1696.0
617,1,81,3.0,1,0,15.0,57.0,1.0,7.0,2313.4300000000003
618,0,17,7.0,2,1,18.0,55.0,3.0,7.0,1202.39
619,0,39,3.0,1,0,20.0,40.0,2.0,9.0,3378.35
620,1,54,2.0,1,1,5.0,44.0,1.0,3.0,1981.3
621,0,78,7.0,3,0,14.0,53.0,2.0,7.0,6126.8099999999995
622,0,18,2.0,1,0,17.0,49.0,1.0,3.0,1627.69
623,0,52,3.0,3,0,4.0,29.0,1.0,3.0,1636.8899999999999
624,0,44,7.0,1,1,13.0,41.0,2.0,8.0,3352.8900000000003
625,1,33,9.0,3,1,7.0,43.0,1.0,7.0,2326.08
626,0,12,7.0,1,0,2.0,25.0,1.0,7.0,3437.37
627,1,24,7.0,3,0,10.0,47.0,1.0,5.0,4597.27
628,1,14,2.0,1,0,13.0,36.0,1.0,4.0,1313.86
629,0,29,7.0,3,0,6.0,57.0,1.0,1.0,2245.43
630,0,90,3.0,2,1,17.0,31.0,2.0,10.0,3717.21
631,1,33,1.0,2,0,17.0,51.0,3.0,8.0,1767.39
632,0,67,1.0,1,0,1.0,19.0,3.0,8.0,1726.61
633,0,51,7.0,3,1,11.0,31.0,1.0,8.0,3328.45
634,1,35,7.0,1,0,15.0,39.0,2.0,3.0,4445.37
635,1,78,7.0,1,1,9.0,41.0,2.0,8.0,1220.61
636,1,42,7.0,1,0,19.0,46.0,2.0,9.0,4418.900000000001
637,1,60,1.0,3,0,13.0,41.0,2.0,8.0,5402.469999999999
638,0,19,7.0,3,0,13.0,50.0,3.0,6.0,3507.13
639,0,51,7.0,1,0,16.0,43.0,2.0,7.0,2516.3500000000004
640,0,12,9.0,3,1,10.0,42.0,2.0,9.0,4278.6
641,0,86,7.0,2,0,3.0,43.0,3.0,6.0,2456.51
642,0,9,3.0,1,0,12.0,45.0,1.0,8.0,2724.29
643,1,48,9.0,1,1,10.0,35.0,3.0,4.0,2308.04
644,0,59,1.0,2,0,2.0,18.0,2.0,1.0,550.0
645,0,50,7.0,3,0,11.0,46.0,3.0,10.0,5192.72
646,1,3,7.0,2,0,13.0,44.0,3.0,2.0,2533.41
647,0,61,5.0,1,1,10.0,60.0,3.0,9.0,5279.1900000000005
648,0,86,2.0,1,1,9.0,39.0,1.0,7.0,4222.63
649,1,23,2.0,1,1,10.0,43.0,2.0,8.0,263.54
650,0,81,1.0,1,0,13.0,40.0,2.0,7.0,2904.69
651,1,76,1.0,2,0,13.0,44.0,2.0,12.0,3473.3199999999997
652,1,62,2.0,3,1,1.0,21.0,3.0,3.0,2488.9
653,0,68,2.0,2,1,19.0,49.0,2.0,4.0,2623.84
654,1,2,7.0,2,0,5.0,24.0,2.0,8.0,1884.8700000000001
655,0,64,7.0,2,1,19.0,43.0,3.0,8.0,5753.88
656,1,80,7.0,3,1,8.0,39.0,3.0,5.0,3749.5600000000004
657,0,66,7.0,2,0,10.0,24.0,1.0,7.0,2728.9999999999995
659,1,44,2.0,2,1,15.0,38.0,2.0,12.0,2481.2799999999997
660,1,82,7.0,3,0,6.0,22.0,2.0,10.0,3839.4500000000003
661,1,35,4.0,3,0,14.0,29.0,2.0,7.0,3308.09
662,1,41,7.0,1,1,5.0,50.0,3.0,9.0,3873.0000000000005
663,0,27,3.0,2,1,3.0,20.0,2.0,9.0,2132.79
664,0,38,1.0,3,0,4.0,23.0,1.0,5.0,1939.2
665,0,82,7.0,1,0,5.0,20.0,1.0,10.0,6260.02
666,1,82,1.0,3,1,15.0,34.0,3.0,8.0,2459.76
667,1,62,7.0,3,1,3.0,23.0,2.0,12.0,3802.7799999999997
668,1,61,1.0,1,0,7.0,51.0,2.0,9.0,4375.98
669,1,73,7.0,1,0,3.0,37.0,1.0,7.0,5513.280000000001
670,1,75,5.0,2,0,8.0,25.0,1.0,2.0,1542.17
671,0,49,6.0,1,0,5.0,33.0,2.0,10.0,5393.05
672,0,53,5.0,3,0,12.0,40.0,2.0,1.0,3633.14
673,0,35,1.0,1,1,4.0,42.0,2.0,7.0,2058.7
674,1,61,7.0,1,0,5.0,63.0,3.0,7.0,3008.86
675,1,37,2.0,1,1,17.0,41.0,2.0,12.0,1396.62
676,0,51,7.0,3,1,14.0,49.0,2.0,8.0,2894.85
677,0,59,2.0,1,0,5.0,20.0,2.0,10.0,940.36
678,1,57,4.0,3,0,2.0,22.0,1.0,7.0,1746.2199999999998
679,1,29,1.0,1,0,12.0,43.0,2.0,9.0,3551.2400000000002
680,2,22,4.0,3,1,11.0,40.0,2.0,7.0,3291.4300000000003
681,1,55,7.0,1,1,17.0,39.0,2.0,9.0,2244.19
682,0,53,1.0,2,1,7.0,46.0,2.0,8.0,5428.9400000000005
683,0,60,7.0,1,1,10.0,55.0,2.0,7.0,1478.6699999999998
684,0,88,2.0,1,0,14.0,30.0,2.0,9.0,2431.6000000000004
685,2,28,4.0,1,0,11.0,40.0,2.0,4.0,5218.2
686,1,60,6.0,3,1,5.0,63.0,2.0,9.0,2073.81
687,0,25,5.0,3,1,5.0,58.0,2.0,12.0,812.72
688,0,90,1.0,3,0,9.0,48.0,3.0,8.0,2967.8
689,0,91,9.0,3,1,16.0,51.0,3.0,10.0,541.3299999999999
690,0,95,7.0,2,1,17.0,30.0,1.0,7.0,3650.5
691,0,29,2.0,2,1,5.0,63.0,2.0,7.0,5678.400000000001
692,0,42,3.0,1,0,7.0,30.0,2.0,9.0,5027.49
693,1,46,2.0,2,1,19.0,47.0,1.0,4.0,3763.9199999999996
694,1,66,1.0,1,0,13.0,49.0,2.0,8.0,2400.83
695,0,36,1.0,3,0,11.0,40.0,2.0,8.0,4659.0
696,0,57,7.0,2,1,6.0,51.0,2.0,10.0,1879.14
697,0,25,9.0,1,0,10.0,31.0,1.0,7.0,3996.6
698,1,90,7.0,3,1,1.0,21.0,3.0,7.0,1295.96
699,1,16,4.0,2,1,16.0,45.0,2.0,6.0,976.2400000000001
700,0,67,2.0,1,0,4.0,27.0,2.0,3.0,4618.11
701,0,18,1.0,1,1,8.0,61.0,1.0,5.0,2215.56
702,1,72,7.0,1,0,8.0,57.0,2.0,12.0,1905.88
703,1,66,3.0,1,0,15.0,51.0,2.0,6.0,4928.800000000001
704,1,49,1.0,1,0,4.0,19.0,2.0,11.0,4034.4599999999996
705,0,48,5.0,3,0,14.0,53.0,2.0,10.0,502.12
706,0,44,2.0,3,1,5.0,27.0,3.0,1.0,7109.400000000001
707,0,97,7.0,1,1,7.0,44.0,3.0,9.0,3368.2000000000003
708,1,31,4.0,1,1,10.0,30.0,3.0,3.0,2145.83
709,1,83,2.0,1,1,5.0,38.0,3.0,9.0,3243.3
710,0,76,5.0,3,1,13.0,47.0,2.0,8.0,6431.69
711,1,60,7.0,2,0,7.0,45.0,3.0,7.0,2685.62
712,1,22,4.0,1,0,14.0,56.0,2.0,9.0,4581.46
713,1,34,7.0,1,1,4.0,23.0,3.0,6.0,1891.1
714,0,12,7.0,3,1,15.0,53.0,2.0,10.0,3806.1400000000003
715,0,50,7.0,1,0,6.0,49.0,2.0,9.0,2410.24
716,1,31,1.0,1,0,11.0,38.0,2.0,7.0,3777.5299999999997
717,0,65,7.0,1,1,11.0,41.0,2.0,9.0,1857.27
718,1,38,7.0,1,1,7.0,39.0,1.0,11.0,2164.08
719,0,2,5.0,1,0,14.0,64.0,1.0,1.0,4227.84
721,1,84,7.0,2,1,1.0,24.0,3.0,8.0,6579.619999999999
722,0,69,4.0,1,0,5.0,61.0,2.0,9.0,2934.44
723,1,41,1.0,1,1,6.0,54.0,2.0,9.0,3489.96
724,0,7,2.0,1,1,4.0,42.0,2.0,8.0,5073.27
725,0,61,1.0,3,1,19.0,52.0,1.0,8.0,7321.5
726,1,69,1.0,1,1,10.0,39.0,2.0,8.0,2965.7599999999998
727,0,98,7.0,1,0,3.0,39.0,3.0,3.0,3970.0299999999997
728,0,60,2.0,1,1,8.0,61.0,3.0,6.0,6411.76
729,1,30,1.0,2,0,11.0,44.0,3.0,9.0,10497.779999999999
730,0,42,7.0,1,0,14.0,49.0,3.0,10.0,3182.99
731,1,57,7.0,1,0,6.0,48.0,2.0,9.0,2695.4
732,1,71,2.0,1,0,5.0,50.0,2.0,11.0,3269.12
733,0,25,7.0,1,0,13.0,44.0,2.0,10.0,8210.300000000001
734,0,34,5.0,2,0,11.0,37.0,2.0,10.0,1140.15
735,0,33,2.0,1,1,11.0,52.0,2.0,7.0,3025.33
736,0,41,7.0,3,0,8.0,43.0,3.0,5.0,4151.86
737,1,75,7.0,1,0,16.0,34.0,1.0,2.0,4480.09
738,1,51,6.0,1,1,9.0,33.0,1.0,5.0,4706.86
739,0,36,7.0,1,0,8.0,53.0,3.0,11.0,4842.2
740,0,9,2.0,2,0,6.0,23.0,1.0,2.0,2083.73
741,1,16,7.0,1,0,11.0,38.0,1.0,9.0,1091.1399999999999
742,0,55,7.0,1,0,15.0,51.0,2.0,9.0,1246.1100000000001
743,0,89,2.0,1,1,13.0,36.0,2.0,10.0,4599.29
744,0,54,7.0,2,1,14.0,40.0,3.0,11.0,1267.6799999999998
745,1,84,7.0,1,1,13.0,39.0,1.0,5.0,2066.0299999999997
746,0,47,7.0,2,1,17.0,53.0,3.0,8.0,1779.1599999999999
747,1,91,7.0,1,0,7.0,39.0,2.0,11.0,571.38
748,1,51,2.0,3,0,7.0,36.0,2.0,9.0,3516.0000000000005
749,0,47,6.0,1,0,19.0,45.0,3.0,12.0,1830.72
750,0,42,5.0,2,1,7.0,22.0,2.0,8.0,5391.71
751,1,41,2.0,2,0,1.0,16.0,2.0,10.0,96.62
752,0,13,2.0,3,0,12.0,56.0,1.0,3.0,2952.01
754,1,15,2.0,1,0,14.0,38.0,3.0,4.0,93.01
755,0,31,2.0,1,0,4.0,24.0,2.0,4.0,847.22
756,1,65,7.0,1,1,16.0,43.0,3.0,7.0,2121.6099999999997
757,0,91,2.0,1,0,18.0,40.0,1.0,8.0,2946.73
758,1,99,7.0,3,1,11.0,50.0,2.0,10.0,165.57999999999998
759,0,89,1.0,3,0,13.0,54.0,2.0,10.0,2956.48
760,0,46,7.0,1,1,18.0,39.0,2.0,9.0,4847.05
761,0,12,1.0,2,1,4.0,40.0,2.0,9.0,1896.3899999999999
762,0,91,7.0,1,1,22.0,37.0,2.0,8.0,2347.98
763,1,95,7.0,2,0,12.0,30.0,2.0,5.0,3894.5099999999998
764,0,40,2.0,1,1,22.0,40.0,1.0,1.0,1364.06
765,1,50,5.0,2,0,16.0,33.0,3.0,1.0,5070.620000000001
766,1,16,5.0,1,1,14.0,42.0,2.0,8.0,2271.9300000000003
767,0,70,7.0,3,0,11.0,62.0,2.0,8.0,2438.8399999999997
768,1,5,6.0,2,1,21.0,43.0,2.0,9.0,5580.57
769,0,65,4.0,1,0,12.0,56.0,2.0,8.0,5070.24
770,1,10,4.0,3,1,13.0,33.0,3.0,10.0,4457.48
771,0,12,7.0,2,1,8.0,53.0,1.0,4.0,3155.8100000000004
772,1,12,9.0,1,0,4.0,19.0,2.0,7.0,4423.8
