customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age
645,0,50,,3,0,11.0,46.0
646,1,3,7.0,2,0,13.0,44.0
647,0,61,5.0,1,1,10.0,60.0
648,0,86,2.0,1,1,9.0,39.0
649,1,23,2.0,1,1,10.0,43.0
650,0,81,1.0,1,0,13.0,40.0
651,1,76,1.0,2,0,13.0,44.0
652,1,62,2.0,3,1,1.0,21.0
653,0,68,2.0,2,1,19.0,49.0
654,1,2,7.0,2,0,5.0,24.0
655,0,64,7.0,2,1,19.0,43.0
656,1,80,7.0,3,1,8.0,39.0
657,0,66,7.0,2,0,10.0,24.0
659,1,44,2.0,2,1,15.0,38.0
660,1,82,7.0,3,0,6.0,22.0
661,1,35,4.0,3,0,14.0,29.0
662,1,41,7.0,1,1,5.0,50.0
663,0,27,3.0,2,1,3.0,20.0
664,0,38,1.0,3,0,4.0,23.0
665,0,82,,1,0,5.0,20.0
666,1,82,1.0,3,1,15.0,34.0
667,1,62,7.0,3,1,3.0,23.0
668,1,61,1.0,1,0,7.0,51.0
669,1,73,,1,0,3.0,37.0
670,1,75,5.0,2,0,8.0,25.0
671,0,49,6.0,1,0,5.0,33.0
672,0,53,5.0,3,0,12.0,40.0
673,0,35,1.0,1,1,4.0,42.0
674,1,61,,1,0,5.0,63.0
675,1,37,2.0,1,1,17.0,41.0
676,0,51,,3,1,14.0,49.0
677,0,59,2.0,1,0,5.0,20.0
678,1,57,4.0,3,0,2.0,22.0
679,1,29,1.0,1,0,12.0,43.0
680,2,22,4.0,3,1,11.0,40.0
681,1,55,7.0,1,1,17.0,39.0
682,0,53,1.0,2,1,7.0,46.0
683,0,60,7.0,1,1,10.0,55.0
684,0,88,2.0,1,0,14.0,30.0
685,2,28,4.0,1,0,11.0,40.0
686,1,60,6.0,3,1,5.0,63.0
687,0,25,5.0,3,1,5.0,58.0
688,0,90,1.0,3,0,9.0,48.0
689,0,91,9.0,3,1,16.0,51.0
690,0,95,,2,1,17.0,30.0
691,0,29,2.0,2,1,5.0,63.0
692,0,42,3.0,1,0,7.0,30.0
693,1,46,2.0,2,1,19.0,47.0
694,1,66,1.0,1,0,13.0,49.0
695,0,36,1.0,3,0,11.0,40.0
696,0,57,,2,1,6.0,51.0
697,0,25,9.0,1,0,10.0,31.0
698,1,90,7.0,3,1,1.0,21.0
699,1,16,4.0,2,1,16.0,45.0
700,0,67,2.0,1,0,4.0,27.0
701,0,18,1.0,1,1,8.0,61.0
702,1,72,,1,0,8.0,57.0
703,1,66,3.0,1,0,15.0,51.0
704,1,49,1.0,1,0,4.0,19.0
705,0,48,5.0,3,0,14.0,53.0
706,0,44,2.0,3,1,5.0,27.0
707,0,97,,1,1,7.0,44.0
708,1,31,4.0,1,1,10.0,30.0
709,1,83,2.0,1,1,5.0,38.0
710,0,76,5.0,3,1,13.0,47.0
711,1,60,,2,0,7.0,45.0
712,1,22,4.0,1,0,14.0,56.0
713,1,34,,1,1,4.0,23.0
714,0,12,7.0,3,1,15.0,53.0
715,0,50,,1,0,6.0,49.0
716,1,31,1.0,1,0,11.0,38.0
717,0,65,7.0,1,1,11.0,41.0
718,1,38,7.0,1,1,7.0,39.0
719,0,2,5.0,1,0,14.0,64.0
721,1,84,,2,1,1.0,24.0
722,0,69,4.0,1,0,5.0,61.0
723,1,41,1.0,1,1,6.0,54.0
724,0,7,2.0,1,1,4.0,42.0
725,0,61,1.0,3,1,19.0,52.0
726,1,69,1.0,1,1,10.0,39.0
727,0,98,7.0,1,0,3.0,39.0
728,0,60,2.0,1,1,8.0,61.0
729,1,30,1.0,2,0,11.0,44.0
730,0,42,,1,0,14.0,49.0
731,1,57,,1,0,6.0,48.0
732,1,71,2.0,1,0,5.0,50.0
733,0,25,7.0,1,0,13.0,44.0
734,0,34,5.0,2,0,11.0,37.0
735,0,33,2.0,1,1,11.0,52.0
736,0,41,,3,0,8.0,43.0
737,1,75,,1,0,16.0,34.0
738,1,51,6.0,1,1,9.0,33.0
739,0,36,7.0,1,0,8.0,53.0
740,0,9,2.0,2,0,6.0,23.0
741,1,16,,1,0,11.0,38.0
742,0,55,7.0,1,0,15.0,51.0
743,0,89,2.0,1,1,13.0,36.0
744,0,54,7.0,2,1,14.0,40.0
745,1,84,7.0,1,1,13.0,39.0
746,0,47,,2,1,17.0,53.0
747,1,91,,1,0,7.0,39.0
748,1,51,2.0,3,0,7.0,36.0
749,0,47,6.0,1,0,19.0,45.0
750,0,42,5.0,2,1,7.0,22.0
751,1,41,2.0,2,0,1.0,16.0
752,0,13,2.0,3,0,12.0,56.0
754,1,15,2.0,1,0,14.0,38.0
755,0,31,2.0,1,0,4.0,24.0
756,1,65,7.0,1,1,16.0,43.0
757,0,91,2.0,1,0,18.0,40.0
758,1,99,7.0,3,1,11.0,50.0
759,0,89,1.0,3,0,13.0,54.0
760,0,46,,1,1,18.0,39.0
761,0,12,1.0,2,1,4.0,40.0
762,0,91,,1,1,22.0,37.0
763,1,95,7.0,2,0,12.0,30.0
764,0,40,2.0,1,1,22.0,40.0
765,1,50,5.0,2,0,16.0,33.0
766,1,16,5.0,1,1,14.0,42.0
767,0,70,7.0,3,0,11.0,62.0
768,1,5,6.0,2,1,21.0,43.0
769,0,65,4.0,1,0,12.0,56.0
770,1,10,4.0,3,1,13.0,33.0
771,0,12,,2,1,8.0,53.0
772,1,12,9.0,1,0,4.0,19.0
773,0,77,2.0,2,1,20.0,32.0
774,1,79,7.0,3,0,1.0,19.0
775,0,66,7.0,2,0,4.0,35.0
776,0,30,2.0,3,0,20.0,37.0
777,0,2,2.0,3,0,4.0,24.0
778,0,24,7.0,3,0,13.0,41.0
779,1,1,1.0,3,0,7.0,25.0
780,1,24,2.0,1,0,20.0,44.0
781,0,80,7.0,1,0,17.0,59.0
782,1,30,7.0,1,0,17.0,41.0
783,0,6,5.0,2,0,14.0,32.0
784,0,10,4.0,3,1,22.0,40.0
785,1,48,7.0,1,1,18.0,38.0
786,0,34,2.0,2,0,16.0,32.0
787,1,29,5.0,2,1,2.0,21.0
788,0,62,1.0,1,0,11.0,53.0
789,1,69,7.0,2,1,14.0,39.0
790,1,22,,2,0,15.0,49.0
791,1,3,7.0,1,1,14.0,49.0
792,0,10,,3,1,4.0,42.0
793,1,97,2.0,3,1,9.0,28.0
794,0,99,2.0,2,1,16.0,62.0
795,1,35,2.0,3,0,18.0,44.0
796,1,8,2.0,1,0,2.0,20.0
797,1,51,2.0,1,0,19.0,44.0
798,1,22,2.0,3,0,5.0,29.0
799,2,39,4.0,1,1,11.0,40.0
800,0,68,7.0,1,0,8.0,39.0
801,0,28,,2,0,20.0,37.0
802,1,50,2.0,1,0,3.0,31.0
803,1,96,7.0,3,0,3.0,18.0
804,1,98,,3,1,1.0,18.0
805,1,48,7.0,1,0,10.0,57.0
806,0,66,5.0,1,1,7.0,25.0
807,1,48,,2,0,16.0,37.0
808,0,21,1.0,3,1,17.0,38.0
809,1,83,1.0,1,0,18.0,40.0
810,1,24,1.0,1,1,1.0,19.0
811,0,6,,1,0,8.0,33.0
812,1,1,2.0,1,0,16.0,28.0
813,1,12,1.0,1,0,14.0,55.0
814,0,60,7.0,1,0,14.0,58.0
815,1,47,7.0,1,1,22.0,43.0
816,1,71,7.0,1,0,15.0,60.0
817,0,38,2.0,1,1,6.0,25.0
818,1,17,7.0,1,0,11.0,44.0
819,0,7,7.0,2,1,5.0,42.0
820,1,12,2.0,3,0,16.0,40.0
821,0,41,2.0,1,1,7.0,36.0
822,1,67,1.0,3,0,17.0,43.0
823,1,91,7.0,2,0,9.0,27.0
824,1,97,2.0,2,1,12.0,40.0
825,0,17,,2,1,16.0,42.0
826,0,92,2.0,1,1,1.0,19.0
827,1,90,1.0,2,0,5.0,21.0
828,1,93,1.0,1,1,20.0,60.0
829,0,84,2.0,3,1,2.0,16.0
830,0,58,7.0,2,0,6.0,36.0
831,0,4,2.0,2,0,11.0,44.0
832,0,30,5.0,1,0,14.0,40.0
833,0,9,,3,1,4.0,22.0
834,0,37,2.0,1,0,3.0,44.0
835,0,85,7.0,1,1,9.0,49.0
836,1,33,2.0,1,1,9.0,27.0
837,0,4,,1,1,13.0,60.0
838,0,27,2.0,3,0,15.0,46.0
839,2,14,4.0,1,1,11.0,40.0
840,0,94,2.0,2,1,19.0,53.0
841,0,93,7.0,2,1,8.0,51.0
842,0,59,2.0,3,0,2.0,18.0
843,0,80,7.0,2,1,9.0,28.0
844,0,13,2.0,3,0,9.0,39.0
845,1,51,7.0,1,0,3.0,44.0
846,0,60,7.0,2,0,17.0,63.0
847,1,66,5.0,3,0,9.0,26.0
848,0,79,7.0,1,0,13.0,38.0
849,0,72,9.0,1,0,10.0,48.0
850,0,79,1.0,1,0,1.0,17.0
851,1,19,,2,1,2.0,30.0
852,1,37,2.0,2,1,2.0,17.0
853,1,26,5.0,1,1,16.0,36.0
854,1,35,,2,0,2.0,17.0
855,1,74,5.0,3,1,16.0,43.0
856,0,63,2.0,1,1,9.0,29.0
857,1,15,,3,0,4.0,53.0
858,1,79,2.0,3,1,9.0,37.0
859,1,53,2.0,2,1,7.0,39.0
860,1,80,,3,1,7.0,37.0
861,1,73,2.0,3,0,17.0,40.0
862,0,83,6.0,3,1,16.0,40.0
863,1,19,2.0,2,0,5.0,56.0
864,0,6,5.0,3,1,4.0,47.0
865,1,73,8.0,1,0,19.0,52.0
866,0,28,,2,1,14.0,44.0
867,1,12,,1,0,17.0,44.0
868,1,84,2.0,1,1,11.0,38.0
869,1,7,2.0,3,1,10.0,33.0
870,0,63,1.0,1,0,6.0,53.0
871,1,40,,1,1,5.0,25.0
872,1,47,4.0,1,0,13.0,46.0
873,0,37,1.0,2,1,20.0,58.0
874,0,78,1.0,1,1,1.0,16.0
875,0,34,2.0,1,1,2.0,18.0
876,0,44,4.0,3,0,19.0,49.0
877,1,92,2.0,1,1,3.0,29.0
878,0,31,7.0,1,1,9.0,35.0
879,1,58,,1,0,12.0,39.0
880,1,11,,3,1,10.0,54.0
881,1,82,,3,0,15.0,37.0
882,1,59,3.0,1,1,11.0,52.0
883,2,73,4.0,1,1,11.0,40.0
884,0,11,3.0,1,0,17.0,39.0
885,0,20,2.0,1,0,18.0,51.0
886,1,53,1.0,1,0,11.0,43.0
887,0,55,7.0,3,0,1.0,20.0
888,1,62,7.0,1,0,10.0,54.0
889,0,46,5.0,2,1,10.0,50.0
890,1,55,1.0,1,1,15.0,43.0
891,0,21,1.0,3,1,9.0,36.0
892,2,22,4.0,1,1,11.0,40.0
893,0,97,4.0,1,0,16.0,34.0
894,1,13,2.0,3,1,9.0,47.0
895,1,58,,1,1,12.0,51.0
896,1,25,,1,0,15.0,39.0
897,1,25,7.0,1,0,11.0,48.0
898,1,53,2.0,2,0,16.0,40.0
899,1,42,1.0,2,1,12.0,54.0
900,0,48,7.0,1,1,5.0,27.0
901,1,13,5.0,1,1,16.0,42.0
902,1,37,5.0,1,0,18.0,28.0
903,0,46,2.0,1,0,14.0,56.0
904,1,51,,3,1,11.0,43.0
905,1,41,7.0,2,0,12.0,39.0
906,0,73,2.0,3,1,3.0,19.0
907,0,51,3.0,3,1,17.0,39.0
908,1,86,2.0,2,1,17.0,37.0
909,1,77,,3,1,8.0,57.0
910,0,50,2.0,1,0,14.0,31.0
911,0,62,3.0,2,0,3.0,43.0
912,0,37,5.0,1,1,19.0,49.0
913,1,67,2.0,1,0,1.0,17.0
914,0,73,7.0,2,1,2.0,18.0
915,1,17,9.0,1,0,7.0,33.0
916,1,18,,2,0,8.0,26.0
917,0,63,2.0,1,0,19.0,53.0
918,0,73,1.0,3,0,13.0,42.0
919,0,48,1.0,1,1,13.0,30.0
920,0,89,1.0,1,1,19.0,41.0
921,1,77,7.0,1,0,7.0,38.0
922,1,52,2.0,1,0,19.0,45.0
923,0,44,2.0,3,0,19.0,40.0
924,0,33,,2,0,13.0,41.0
925,0,42,7.0,2,0,16.0,39.0
926,0,18,8.0,2,0,10.0,52.0
927,0,25,2.0,1,1,18.0,51.0
928,0,61,,3,1,18.0,44.0
929,0,0,2.0,1,1,13.0,52.0
930,1,86,5.0,1,1,8.0,46.0
931,1,59,7.0,2,1,1.0,18.0
932,1,30,,1,0,18.0,28.0
933,1,75,5.0,1,1,5.0,21.0
934,0,76,7.0,1,0,6.0,21.0
935,0,76,,1,1,3.0,23.0
936,0,64,1.0,3,0,3.0,29.0
937,0,65,7.0,2,0,15.0,32.0
938,1,18,5.0,1,0,7.0,21.0
939,0,53,7.0,1,0,6.0,56.0
940,1,3,7.0,1,0,9.0,30.0
941,0,13,2.0,2,1,1.0,22.0
942,1,31,2.0,1,1,14.0,43.0
943,0,94,3.0,2,1,15.0,38.0
944,1,53,7.0,1,0,15.0,41.0
945,0,59,,3,1,1.0,19.0
946,1,16,7.0,3,0,12.0,56.0
947,1,43,1.0,1,0,10.0,31.0
948,0,19,,2,0,10.0,48.0
949,0,18,1.0,1,1,3.0,42.0
950,2,24,4.0,3,1,11.0,40.0
951,0,44,9.0,1,0,1.0,18.0
952,1,34,2.0,2,1,6.0,46.0
953,1,16,,1,0,7.0,38.0
954,0,76,7.0,1,1,7.0,22.0
955,1,78,1.0,1,1,9.0,28.0
956,0,19,7.0,1,1,9.0,57.0
957,1,80,7.0,2,1,7.0,23.0
958,0,15,1.0,3,0,18.0,53.0
959,1,3,,2,1,21.0,31.0
960,0,1,1.0,1,1,12.0,49.0
961,1,73,2.0,1,0,6.0,31.0
962,0,49,,3,1,17.0,40.0
963,1,56,,3,1,16.0,49.0
964,1,35,2.0,3,0,6.0,23.0
965,1,86,5.0,3,1,5.0,20.0
966,1,70,5.0,3,1,5.0,39.0
967,1,44,7.0,2,1,1.0,18.0
968,0,96,4.0,3,1,16.0,62.0
969,1,20,1.0,3,1,18.0,39.0
970,1,2,2.0,3,1,14.0,37.0
971,0,11,7.0,3,0,22.0,29.0
972,1,81,5.0,1,1,10.0,36.0
973,1,46,1.0,3,0,15.0,38.0
974,1,92,,1,1,4.0,26.0
975,2,26,4.0,1,0,11.0,40.0
976,0,10,2.0,2,0,10.0,46.0
977,1,65,,3,1,13.0,58.0
978,1,40,,3,0,15.0,35.0
979,1,42,7.0,3,0,12.0,58.0
980,1,19,1.0,1,0,8.0,39.0
981,0,0,5.0,1,0,11.0,44.0
982,0,14,1.0,3,1,6.0,57.0
983,2,49,4.0,2,0,11.0,40.0
984,0,89,7.0,2,0,16.0,63.0
985,1,29,5.0,3,0,15.0,47.0
986,0,3,7.0,1,1,8.0,23.0
987,0,89,2.0,2,1,11.0,43.0
988,1,35,7.0,3,0,7.0,36.0
989,1,43,2.0,1,0,17.0,35.0
990,1,56,7.0,1,1,14.0,41.0
991,1,11,2.0,1,1,10.0,26.0
992,1,6,3.0,1,1,8.0,59.0
993,1,71,6.0,3,0,17.0,40.0
994,1,62,9.0,2,1,5.0,40.0
995,0,16,1.0,1,1,19.0,52.0
996,2,67,4.0,1,1,11.0,40.0
997,0,30,8.0,1,1,13.0,36.0
998,1,66,7.0,2,1,5.0,52.0
999,1,12,,3,0,4.0,29.0
1000,1,44,2.0,1,0,11.0,39.0
1001,0,63,5.0,1,0,14.0,38.0
1002,0,65,,1,1,18.0,39.0
1003,1,35,2.0,3,0,18.0,49.0
1004,0,35,4.0,3,0,22.0,42.0
1005,1,94,4.0,3,1,8.0,50.0
1006,0,15,8.0,2,1,19.0,40.0
1007,0,58,5.0,1,0,5.0,21.0
1008,1,47,,1,0,21.0,42.0
1009,1,16,7.0,3,1,13.0,60.0
1010,0,24,2.0,2,0,17.0,54.0
1011,1,42,1.0,3,1,10.0,32.0
1012,1,20,,3,1,11.0,62.0
1013,1,53,5.0,3,0,17.0,41.0
1014,0,60,3.0,1,1,8.0,57.0
1015,0,7,1.0,1,0,17.0,62.0
1016,0,0,4.0,1,1,17.0,58.0
1017,1,88,9.0,3,0,16.0,38.0
1018,0,1,7.0,1,1,7.0,23.0
1019,0,42,7.0,1,1,14.0,44.0
1020,1,29,4.0,2,0,13.0,42.0
1021,0,16,5.0,3,0,7.0,40.0
1022,1,56,2.0,2,1,14.0,27.0
1023,1,16,2.0,2,1,6.0,26.0
1024,1,17,1.0,3,1,2.0,25.0
1025,0,69,4.0,1,1,5.0,20.0
1026,0,66,2.0,2,0,4.0,23.0
1027,0,33,2.0,2,0,18.0,51.0
1028,0,10,,3,0,1.0,18.0
1029,0,71,,1,0,4.0,20.0
1030,1,9,1.0,1,0,5.0,55.0
1031,0,75,7.0,1,0,6.0,34.0
1032,1,36,,1,1,18.0,39.0
1033,0,70,,2,1,3.0,22.0
1034,0,16,,3,1,3.0,41.0
1035,1,77,5.0,2,1,5.0,41.0
1036,1,6,2.0,1,1,12.0,48.0
1037,1,95,2.0,1,0,10.0,61.0
1038,2,57,7.0,1,1,11.0,40.0
1039,1,24,,3,1,15.0,42.0
1040,1,78,1.0,3,0,9.0,42.0
1041,0,95,3.0,2,0,15.0,58.0
1042,0,0,7.0,3,1,11.0,41.0
1043,0,34,2.0,1,1,16.0,31.0
1044,2,4,1.0,3,0,11.0,40.0
1045,1,88,2.0,1,1,19.0,31.0
1046,1,0,,2,0,11.0,62.0
1047,0,39,2.0,2,0,11.0,39.0
1048,0,99,,2,0,15.0,41.0
1049,0,35,3.0,1,0,2.0,21.0
1050,1,7,8.0,1,1,15.0,44.0
1051,1,34,3.0,3,1,14.0,40.0
1052,1,31,2.0,3,0,3.0,31.0
1053,0,98,7.0,1,1,8.0,55.0
1054,0,27,7.0,1,1,13.0,34.0
1055,1,30,7.0,1,0,12.0,29.0
1056,0,96,7.0,2,0,6.0,51.0
1057,1,73,1.0,1,0,5.0,48.0
1058,1,37,5.0,2,1,4.0,30.0
1059,1,68,9.0,3,1,6.0,49.0
1060,1,88,6.0,2,1,13.0,56.0
1061,0,34,2.0,1,0,19.0,29.0
1062,1,32,,1,0,14.0,42.0
1063,0,22,2.0,2,1,13.0,30.0
1064,0,3,9.0,2,1,8.0,40.0
1065,0,8,2.0,1,1,8.0,55.0
1066,0,45,8.0,3,0,12.0,22.0
1067,1,13,2.0,1,1,13.0,52.0
1068,0,5,1.0,1,1,3.0,22.0
1069,0,85,8.0,1,0,15.0,41.0
1070,0,5,,1,0,1.0,22.0
1071,0,68,5.0,3,0,1.0,31.0
1072,0,60,2.0,3,1,8.0,60.0
1073,1,77,,2,1,7.0,37.0
1074,0,43,,3,1,18.0,43.0
1075,0,26,7.0,3,0,7.0,50.0
1076,0,33,1.0,2,0,2.0,17.0
1077,1,8,8.0,1,1,18.0,62.0
1078,0,69,7.0,1,0,20.0,41.0
1079,0,70,7.0,1,0,18.0,39.0
1080,1,70,3.0,1,1,2.0,18.0
1081,1,25,1.0,1,0,16.0,32.0
1082,2,90,2.0,1,1,11.0,40.0
1083,0,46,,2,0,1.0,21.0
1084,1,54,5.0,2,0,8.0,23.0
1085,0,4,1.0,1,0,8.0,42.0
1086,0,84,3.0,1,1,4.0,28.0
1087,1,39,2.0,1,1,8.0,38.0
1088,1,19,,3,1,3.0,28.0
1089,1,90,3.0,2,0,12.0,29.0
1090,1,15,8.0,2,0,17.0,42.0
1091,0,19,1.0,1,0,15.0,37.0
1093,1,63,,2,0,5.0,21.0
1094,0,48,1.0,3,0,19.0,42.0
1095,1,2,1.0,1,0,6.0,59.0
1096,0,33,1.0,3,0,14.0,48.0
1097,1,71,2.0,1,1,18.0,49.0
1098,1,99,2.0,1,1,12.0,28.0
1099,0,12,7.0,2,1,11.0,42.0
1100,0,59,7.0,1,0,15.0,34.0
1101,1,76,,1,0,15.0,49.0
1102,1,16,7.0,2,0,15.0,41.0
1103,1,76,2.0,3,1,20.0,39.0
1104,1,82,5.0,1,0,8.0,58.0
1105,0,39,,1,0,18.0,27.0
1106,1,2,5.0,1,0,15.0,55.0
1107,1,70,1.0,3,0,18.0,43.0
1108,1,86,1.0,1,0,17.0,55.0
1109,0,21,9.0,3,0,6.0,28.0
1110,0,73,5.0,3,0,12.0,26.0
1111,0,96,,3,1,18.0,57.0
1112,0,25,,1,1,13.0,36.0
1113,0,45,3.0,1,0,6.0,25.0
1114,1,96,5.0,1,0,14.0,41.0
1115,1,33,,3,1,17.0,47.0
1116,1,59,1.0,1,1,16.0,43.0
1117,1,83,,2,0,14.0,42.0
1118,1,95,5.0,1,1,9.0,42.0
1119,0,43,9.0,1,1,19.0,41.0
1120,1,87,5.0,2,0,12.0,37.0
1121,1,30,1.0,1,1,3.0,33.0
1122,1,59,,1,0,11.0,32.0
1123,0,50,3.0,1,0,13.0,55.0
1124,0,36,1.0,2,1,9.0,52.0
1125,0,25,4.0,2,0,9.0,27.0
1126,1,77,,1,0,14.0,44.0
1127,1,30,2.0,1,0,8.0,26.0
1128,1,47,2.0,1,1,8.0,25.0
1129,0,2,9.0,1,1,9.0,40.0
1130,1,90,,1,0,16.0,53.0
1131,0,16,,1,0,15.0,61.0
1132,1,99,2.0,2,1,9.0,32.0
1133,0,88,7.0,2,0,6.0,49.0
1134,0,22,2.0,2,0,3.0,23.0
1135,1,60,2.0,1,1,11.0,37.0
1136,0,72,3.0,3,0,7.0,40.0
1137,0,46,,1,0,18.0,40.0
1138,1,77,5.0,1,1,5.0,26.0
1139,0,52,7.0,1,1,16.0,35.0
1140,1,32,,1,1,13.0,31.0
1141,1,70,2.0,3,1,4.0,36.0
1142,0,95,8.0,1,0,2.0,19.0
1143,0,64,1.0,1,1,6.0,62.0
1144,0,73,1.0,3,1,5.0,21.0
1145,1,80,3.0,1,1,14.0,52.0
1146,0,88,2.0,3,0,8.0,25.0
1147,0,71,9.0,3,1,9.0,49.0
1148,0,60,2.0,3,0,5.0,30.0
1149,1,29,,2,1,14.0,50.0
1150,1,64,2.0,1,1,13.0,42.0
1151,1,27,6.0,3,1,19.0,52.0
1152,0,47,2.0,1,1,3.0,19.0
1153,1,53,1.0,1,1,3.0,22.0
1154,0,26,1.0,1,1,20.0,43.0
1155,1,73,3.0,1,1,9.0,23.0
1156,1,22,6.0,1,1,1.0,20.0
1157,0,69,1.0,2,1,17.0,43.0
1158,0,85,,1,1,19.0,32.0
1159,0,94,9.0,1,0,1.0,24.0
1160,1,98,4.0,2,0,10.0,52.0
1161,1,86,5.0,1,0,15.0,40.0
1162,0,29,,1,1,7.0,27.0
1163,0,77,2.0,3,1,8.0,36.0
1164,1,97,1.0,1,1,17.0,40.0
1165,1,58,2.0,3,0,2.0,24.0
1166,1,40,1.0,2,0,8.0,45.0
1167,1,20,1.0,1,0,4.0,21.0
1168,0,44,1.0,2,0,18.0,52.0
1169,1,33,2.0,1,1,13.0,50.0
1170,1,62,4.0,1,1,4.0,53.0
1171,1,32,,2,1,8.0,46.0
1172,0,48,,1,1,17.0,43.0
1173,1,58,5.0,3,0,16.0,39.0
1174,2,9,4.0,1,0,11.0,40.0
1175,0,8,,1,0,8.0,32.0
1176,1,7,,2,1,7.0,41.0
1177,1,47,1.0,2,1,6.0,64.0
1178,0,1,1.0,1,0,13.0,47.0
1179,0,56,2.0,3,1,13.0,29.0
1180,1,48,2.0,2,0,10.0,42.0
1181,1,2,6.0,1,0,8.0,39.0
1182,1,84,4.0,1,1,7.0,42.0
1183,0,50,,2,0,6.0,59.0
1184,1,89,1.0,1,0,13.0,49.0
1185,1,17,,1,1,2.0,17.0
1186,0,70,7.0,2,1,20.0,40.0
1187,0,65,2.0,1,0,1.0,19.0
1188,1,14,,2,1,4.0,33.0
1189,0,22,1.0,3,1,8.0,29.0
1190,1,67,2.0,2,1,10.0,49.0
1191,1,20,,1,1,1.0,21.0
1192,1,31,7.0,1,0,16.0,48.0
1193,0,58,5.0,3,0,5.0,31.0
1194,1,69,8.0,2,0,3.0,25.0
1195,1,0,8.0,1,0,18.0,39.0
1196,1,23,1.0,1,0,2.0,19.0
1197,1,44,2.0,3,1,5.0,20.0
1198,1,73,5.0,3,0,7.0,44.0
1199,0,7,2.0,2,1,5.0,59.0
1200,1,38,9.0,3,0,18.0,43.0
1201,1,42,7.0,1,0,10.0,62.0
1202,0,90,5.0,1,1,8.0,25.0
1203,1,38,1.0,2,0,22.0,29.0
1204,1,12,7.0,2,1,16.0,46.0
1205,0,38,7.0,2,0,13.0,39.0
1206,1,13,2.0,1,0,13.0,39.0
1207,1,30,1.0,1,0,1.0,20.0
1208,1,23,2.0,1,0,15.0,34.0
1209,0,40,3.0,3,1,11.0,40.0
1210,2,81,4.0,1,0,11.0,40.0
1211,0,45,2.0,2,1,14.0,39.0
1212,1,28,3.0,2,0,13.0,49.0
1213,0,80,,3,0,15.0,44.0
1214,0,0,3.0,3,0,15.0,28.0
1215,1,79,7.0,1,0,11.0,50.0
1216,1,15,8.0,2,1,10.0,58.0
1217,1,67,7.0,3,0,16.0,49.0
1218,1,12,,1,1,7.0,35.0
1219,0,93,2.0,1,0,14.0,46.0
1220,0,12,,3,0,14.0,30.0
1221,0,75,1.0,3,1,14.0,22.0
1222,1,83,3.0,1,0,19.0,47.0
1223,1,19,7.0,1,1,16.0,52.0
1224,1,9,7.0,1,0,16.0,40.0
1225,0,5,1.0,1,1,10.0,29.0
1226,1,32,1.0,1,1,13.0,36.0
1227,1,63,4.0,2,1,12.0,28.0
1228,1,43,2.0,2,0,6.0,55.0
1229,0,38,7.0,2,1,1.0,17.0
1230,0,61,2.0,1,1,10.0,32.0
1231,1,94,1.0,2,0,18.0,44.0
1232,0,83,3.0,2,0,20.0,58.0
1233,1,17,5.0,2,1,16.0,39.0
1234,0,87,,1,0,17.0,52.0
1235,1,24,1.0,1,0,9.0,48.0
1236,0,75,2.0,3,1,18.0,43.0
1237,1,6,1.0,3,0,16.0,48.0
1238,0,24,,2,1,6.0,39.0
1239,0,9,,1,1,17.0,39.0
1240,1,64,7.0,1,1,19.0,52.0
1241,1,23,1.0,2,1,11.0,31.0
1242,0,36,3.0,3,1,18.0,44.0
1243,0,73,5.0,1,0,8.0,64.0
1244,2,80,2.0,1,1,11.0,40.0
1245,0,34,7.0,2,0,1.0,23.0
1246,0,94,,3,0,6.0,24.0
1247,1,15,9.0,2,0,11.0,57.0
1248,1,31,,2,1,7.0,54.0
1249,0,11,8.0,1,0,16.0,50.0
1250,1,42,7.0,1,0,1.0,16.0
1251,0,63,3.0,1,0,2.0,20.0
1252,0,46,7.0,1,1,14.0,52.0
1253,1,81,7.0,1,0,5.0,21.0
1254,0,60,5.0,1,1,5.0,59.0
1255,0,5,1.0,2,0,11.0,35.0
1256,0,8,1.0,3,0,9.0,31.0
1257,0,40,3.0,2,1,9.0,45.0
1258,0,89,7.0,1,0,6.0,39.0
1259,1,23,2.0,1,0,9.0,44.0
1260,0,92,3.0,1,0,9.0,28.0
1261,1,61,7.0,1,0,4.0,46.0
1262,1,90,,3,1,19.0,50.0
1263,0,41,7.0,2,0,8.0,44.0
1264,0,48,1.0,1,1,7.0,23.0
1265,0,72,3.0,1,1,2.0,30.0
1266,0,68,1.0,1,1,10.0,39.0
1267,0,39,9.0,2,1,19.0,38.0
1268,0,20,2.0,3,1,2.0,28.0
1269,0,56,3.0,3,1,7.0,27.0
1270,0,72,2.0,2,0,10.0,34.0
1271,1,71,8.0,1,1,6.0,23.0
1272,1,2,7.0,2,0,17.0,32.0
1273,0,48,2.0,2,1,14.0,43.0
1274,0,12,7.0,1,0,20.0,40.0
1275,1,70,1.0,1,1,8.0,51.0
1276,0,24,1.0,2,0,4.0,53.0
1277,0,26,,1,1,9.0,45.0
1278,1,14,1.0,2,0,2.0,19.0
1279,0,30,2.0,1,0,20.0,55.0
1280,0,71,7.0,3,1,15.0,39.0
1281,0,29,7.0,2,1,16.0,49.0
1282,0,99,9.0,2,1,14.0,37.0
1283,1,43,1.0,1,0,1.0,23.0
1284,0,30,9.0,2,0,11.0,41.0
