customer_id,online_order,brand,list_price,standard_cost,purchase_month
3212,0,2,2091.47,388.92,7
2944,1,5,792.9,594.68,1
220,1,5,1311.44,1167.18,2
1331,0,3,912.52,141.4,11
609,1,6,1292.84,13.44,6
426,1,4,1198.46,381.1,8
3127,0,6,1890.39,260.14,11
830,1,2,499.53,388.72,3
3163,0,2,574.64,459.71,1
2160,0,4,1216.14,1082.36,2
1291,1,4,1577.53,826.51,11
879,0,3,1073.07,933.84,2
2580,0,2,2091.47,388.92,10
394,0,6,1065.03,230.09,8
10,0,2,574.64,459.71,8
785,1,4,958.74,748.9,12
198,0,4,1577.53,826.51,11
304,0,4,71.49,53.62,8
3083,1,4,1577.53,826.51,9
2364,1,2,1469.44,596.55,2
530,1,6,1890.39,260.14,7
170,1,5,1129.13,677.48,5
1321,1,5,230.91,173.18,2
3407,1,6,1172.78,1043.77,11
3203,0,5,1538.99,829.65,10
2935,0,3,1280.28,829.51,2
1272,1,5,792.9,594.68,12
1391,1,4,575.27,431.45,10
338,1,3,1073.07,933.84,5
485,0,3,742.54,667.4,7
1805,0,4,688.63,612.88,6
442,1,4,1071.23,380.74,10
2844,1,3,1073.07,933.84,4
363,1,2,2091.47,388.92,12
1609,1,6,642.31,513.85,10
1934,1,2,1386.84,1234.29,4
855,0,4,2083.94,675.03,2
230,1,2,1386.84,1234.29,11
831,1,3,1810,1610.9,8
640,1,4,544.05,376.84,12
446,1,4,1555.58,818.01,9
818,1,2,499.53,388.72,7
293,1,4,71.49,53.62,12
2650,1,4,958.74,748.9,10
1699,1,5,1274.93,764.96,7
997,1,6,1228.07,400.91,9
1068,1,2,574.64,459.71,8
1720,0,5,792.9,594.68,11
1317,1,3,1810,1610.9,11
1574,1,2,1469.44,596.55,10
22,1,6,1807.45,778.69,5
1326,1,4,360.4,270.3,10
1043,1,5,1129.13,677.48,7
3148,0,3,912.52,141.4,6
1957,0,,1285.47,,5
257,0,4,1198.46,381.1,6
835,1,3,12.01,7.21,5
3094,1,4,441.49,84.99,5
248,0,2,1775.81,1580.47,2
1992,0,4,945.04,507.58,8
427,0,6,1415.01,1259.36,6
921,1,4,1483.2,99.59,4
2392,1,5,1977.36,1759.85,6
1314,0,5,1873.97,863.95,8
2527,1,5,1403.5,954.82,8
2981,1,5,1129.13,677.48,6
2701,1,5,642.7,211.37,9
791,1,4,958.74,748.9,5
1880,0,6,1292.84,13.44,7
2815,0,3,795.34,101.58,8
881,1,5,1812.75,582.48,8
989,1,5,1873.97,863.95,3
972,0,3,1227.34,770.89,7
1493,0,4,1024.66,614.8,2
1843,1,6,1762.96,950.52,3
365,1,4,1198.46,381.1,3
2009,0,3,183.86,137.9,6
3366,0,4,1289.85,74.51,11
2851,1,4,945.04,507.58,4
3153,0,5,1873.97,863.95,2
746,0,4,478.16,298.72,3
657,1,4,774.53,464.72,6
3017,1,4,1577.53,826.51,1
1690,0,5,1977.36,1759.85,10
2099,1,4,1061.56,733.58,5
3288,0,6,1769.64,108.76,3
544,0,3,1793.43,248.82,7
2736,1,3,183.86,137.9,11
2970,1,3,2005.66,1203.4,1
453,0,6,1466.68,363.25,4
3163,0,5,230.91,173.18,12
1748,0,4,1148.64,689.18,12
1064,1,5,1873.97,863.95,6
1245,0,4,774.53,464.72,6
3363,1,4,748.17,448.9,11
460,1,5,1129.13,677.48,1
440,1,6,752.64,205.36,8
1457,1,4,1163.89,589.27,4
768,0,5,1129.13,677.48,12
1547,0,3,1793.43,248.82,11
2014,0,3,912.52,141.4,9
2285,1,4,688.63,612.88,3
104,0,,1678.71,,3
3085,,3,1458.17,874.9,11
1728,1,3,1810,1610.9,6
1597,1,5,1977.36,1759.85,4
1534,1,4,363.01,290.41,10
391,1,3,235.63,125.07,6
39,0,4,202.62,151.96,1
754,1,4,71.49,53.62,3
3310,0,5,642.7,211.37,4
2348,1,4,100.35,75.26,7
262,0,6,1228.07,400.91,8
19,0,5,1311.44,1167.18,1
638,0,5,1403.5,954.82,10
2943,1,4,575.27,431.45,9
2809,0,4,945.04,507.58,5
318,0,4,1024.66,614.8,3
1052,0,6,1065.03,230.09,12
2701,1,2,2091.47,388.92,9
1039,1,4,544.05,376.84,5
1091,0,4,586.45,521.94,4
1431,0,6,175.89,131.92,12
3138,0,6,60.34,45.26,4
205,1,3,1073.07,933.84,4
3240,0,5,1129.13,677.48,11
2026,0,5,1873.97,863.95,1
2472,0,4,1071.23,380.74,1
2479,1,4,1577.53,826.51,2
801,1,2,499.53,388.72,7
3040,,6,1292.84,13.44,6
2651,0,5,1274.93,764.96,10
478,0,2,1720.7,1531.42,7
1637,0,4,1555.58,818.01,7
3238,1,5,642.7,211.37,7
2462,0,2,1469.44,596.55,6
90,0,6,1762.96,950.52,8
2947,0,3,795.34,101.58,11
2640,0,4,1198.46,381.1,10
737,1,6,1292.84,13.44,4
123,1,4,360.4,270.3,2
2878,0,3,1280.28,829.51,5
97,1,4,1198.46,381.1,5
3399,1,4,1036.59,206.35,5
1791,1,5,1179,707.4,1
3224,0,4,360.4,270.3,11
2455,1,3,1227.34,770.89,7
1962,0,5,590.26,525.33,3
2771,0,2,2091.47,388.92,4
2932,0,4,100.35,75.26,12
783,1,4,1151.96,649.49,9
2973,1,4,958.74,748.9,8
1944,0,2,533.51,400.13,4
3363,0,5,1635.3,993.66,12
3124,0,2,1386.84,1234.29,8
2030,1,6,1807.45,778.69,2
2108,0,2,290.62,215.14,1
1194,0,5,1538.99,829.65,11
1429,0,2,290.62,215.14,5
549,1,3,1458.17,874.9,2
1952,1,5,590.26,525.33,5
751,0,3,183.86,137.9,4
1174,1,4,1216.14,1082.36,12
2454,1,,437.51,,11
1576,1,3,1793.43,248.82,4
2104,0,4,1777.8,820.78,6
974,1,3,2005.66,1203.4,1
731,0,5,1129.13,677.48,5
1137,1,3,235.63,125.07,7
1060,1,4,1703.52,1516.13,2
2692,0,4,363.01,290.41,11
2622,1,6,1362.99,57.74,3
2522,0,6,1807.45,778.69,9
2325,0,4,1703.52,1516.13,1
1389,0,4,1071.23,380.74,3
1672,0,4,416.98,312.74,11
2587,1,5,590.26,525.33,10
839,0,4,1151.96,649.49,2
3297,1,6,175.89,131.92,8
2028,0,4,586.45,521.94,5
1668,0,4,748.17,448.9,6
3178,1,6,1231.15,161.6,2
713,1,2,1057.51,154.4,4
32,1,4,1071.23,380.74,4
3143,0,2,533.51,400.13,5
422,0,3,2005.66,1203.4,7
3002,1,5,569.56,528.43,8
2534,0,4,1071.23,380.74,5
3159,0,6,1890.39,260.14,2
2273,0,5,1129.13,677.48,2
2183,0,3,1073.07,933.84,12
525,0,3,1458.17,874.9,7
943,0,4,1071.23,380.74,1
2647,1,4,1216.14,1082.36,12
468,1,2,2091.47,388.92,3
761,1,4,1216.14,1082.36,5
426,0,2,980.37,234.43,5
1062,1,4,1577.53,826.51,4
102,1,4,958.74,748.9,8
2956,1,6,1228.07,400.91,8
1604,1,2,1720.7,1531.42,7
3402,1,6,1762.96,950.52,10
936,0,6,1890.39,260.14,4
1238,,6,1762.96,950.52,8
628,1,5,230.91,173.18,6
1697,0,2,1775.81,1580.47,9
2288,0,4,1577.53,826.51,9
2982,1,6,1292.84,13.44,9
1718,0,3,1280.28,829.51,9
451,0,4,688.63,612.88,3
1119,1,4,1945.43,333.18,3
42,1,4,586.45,521.94,2
2666,1,4,544.05,376.84,4
1945,1,2,533.51,400.13,9
239,1,4,1036.59,206.35,4
1808,0,6,1890.39,260.14,8
3172,0,4,100.35,75.26,7
2859,0,6,175.89,131.92,9
3048,0,4,1148.64,689.18,2
2628,0,5,230.91,173.18,1
3495,1,2,533.51,400.13,12
1091,0,6,642.31,513.85,12
3483,1,4,1842.92,1105.75,4
1026,1,6,60.34,45.26,10
2653,0,3,2005.66,1203.4,8
2589,0,3,1793.43,248.82,10
2905,1,4,441.49,84.99,11
21,0,2,2091.47,388.92,10
340,0,2,290.62,215.14,11
803,1,6,60.34,45.26,10
655,1,2,2091.47,388.92,11
104,0,6,1231.15,161.6,10
139,0,4,945.04,507.58,12
978,0,4,1061.56,733.58,3
676,1,5,1812.75,582.48,11
2559,0,4,1061.56,733.58,12
2464,0,2,1469.44,596.55,12
2980,1,5,792.9,594.68,8
710,1,5,1977.36,1759.85,9
2353,0,5,1129.13,677.48,10
488,1,2,574.64,459.71,10
3208,0,6,1415.01,1259.36,11
540,1,5,1274.93,764.96,9
2663,0,2,1720.7,1531.42,3
1821,1,4,1555.58,818.01,10
2664,1,6,752.64,205.36,6
2046,1,2,533.51,400.13,11
1460,1,6,1890.39,260.14,7
2410,1,4,1661.92,1479.11,7
647,0,5,1765.3,709.48,9
1447,0,6,1769.64,108.76,2
1668,1,3,1073.07,933.84,1
1692,,2,1775.81,1580.47,4
2041,0,4,1661.92,1479.11,10
3231,1,2,1775.81,1580.47,2
720,0,4,1777.8,820.78,9
2766,0,4,1945.43,333.18,11
177,1,4,774.53,464.72,10
1831,0,3,1458.17,874.9,7
1313,0,5,792.9,594.68,1
2929,1,3,1227.34,770.89,1
2866,1,4,1198.46,381.1,4
2723,0,4,1555.58,818.01,11
166,0,5,590.26,525.33,7
2966,0,3,1636.9,44.71,11
51,1,5,1873.97,863.95,9
3475,0,6,175.89,131.92,12
2156,1,4,1661.92,1479.11,5
720,1,5,1311.44,1167.18,3
1232,1,2,1720.7,1531.42,4
3121,1,5,1635.3,993.66,4
1489,,4,1703.52,1516.13,8
135,0,2,574.64,459.71,4
1030,1,4,1842.92,1105.75,4
1238,1,3,12.01,7.21,7
2692,1,3,227.88,136.73,3
1954,1,3,1280.28,829.51,1
2294,0,5,1179,707.4,4
1081,1,2,1469.44,596.55,12
2680,1,5,1403.5,954.82,12
1594,0,3,1810,1610.9,7
2350,,3,742.54,667.4,3
961,0,,366.22,,9
3280,1,4,1661.92,1479.11,7
168,0,5,642.7,211.37,5
1980,0,4,945.04,507.58,5
721,0,3,1280.28,829.51,6
2888,1,5,1812.75,582.48,10
1317,0,4,1703.52,1516.13,9
294,1,4,575.27,431.45,2
2674,1,4,1163.89,589.27,2
2691,0,3,1073.07,933.84,10
507,0,3,235.63,125.07,10
1119,1,5,1977.36,1759.85,4
3276,0,5,642.7,211.37,4
2874,0,3,1636.9,44.71,5
482,0,6,1762.96,950.52,10
1783,0,5,590.26,525.33,4
1336,1,4,1148.64,689.18,5
1806,0,2,358.39,215.03,1
2747,0,5,1635.3,993.66,8
1762,1,4,1163.89,589.27,1
1722,0,4,1777.8,820.78,2
2705,1,4,1148.64,689.18,3
3320,1,3,227.88,136.73,2
2418,1,3,1636.9,44.71,12
2601,1,2,495.72,297.43,11
2761,0,4,1289.85,74.51,5
608,0,2,1775.81,1580.47,1
2964,0,5,1538.99,829.65,7
528,1,4,958.74,748.9,2
2324,0,3,1810,1610.9,10
1934,1,4,478.16,298.72,4
512,1,5,1538.99,829.65,2
3389,1,4,575.27,431.45,7
490,0,4,100.35,75.26,7
921,,5,1812.75,582.48,6
897,1,5,590.26,525.33,1
2200,0,6,1228.07,400.91,8
377,0,6,1231.15,161.6,2
3342,1,4,945.04,507.58,1
350,0,4,202.62,151.96,7
877,0,6,1228.07,400.91,4
776,0,2,495.72,297.43,6
1483,0,2,1469.44,596.55,2
2055,0,3,1810,1610.9,9
98,1,4,945.04,507.58,5
2169,1,4,945.04,507.58,7
916,0,6,1466.68,363.25,8
405,1,3,1280.28,829.51,8
2762,0,5,1812.75,582.48,11
635,0,4,1216.14,1082.36,11
2840,1,4,945.04,507.58,2
1717,1,2,1057.51,154.4,7
446,1,2,499.53,388.72,2
765,0,2,574.64,459.71,5
2011,1,4,1024.66,614.8,2
2432,1,6,1807.45,778.69,9
590,,5,1274.93,764.96,2
3095,1,4,1151.96,649.49,7
1169,0,4,100.35,75.26,4
81,0,2,499.53,388.72,12
477,1,5,1403.5,954.82,9
2617,1,2,1894.19,598.76,5
2185,1,3,1280.28,829.51,3
922,0,,1199.26,,6
1893,1,4,1240.31,795.1,12
2262,1,6,1065.03,230.09,9
3092,0,3,1073.07,933.84,5
50,0,5,590.26,525.33,7
1033,1,6,1890.39,260.14,12
2858,0,2,2091.47,388.92,8
1502,0,4,1148.64,689.18,12
2051,1,6,1769.64,108.76,6
322,0,6,1228.07,400.91,2
1341,1,6,1065.03,230.09,10
2433,0,5,230.91,173.18,1
3471,1,5,230.91,173.18,6
1538,1,6,175.89,131.92,5
637,0,3,2005.66,1203.4,11
1406,0,3,183.86,137.9,3
3131,0,3,183.86,137.9,11
645,0,3,1636.9,44.71,8
1022,1,6,1292.84,13.44,4
144,1,5,1812.75,582.48,6
2691,0,4,1240.31,795.1,9
2446,1,3,1073.07,933.84,9
2182,0,5,1812.75,582.48,8
2592,1,5,1765.3,709.48,11
581,1,4,748.17,448.9,8
490,0,6,1172.78,1043.77,3
1563,1,2,1894.19,598.76,8
3227,0,3,2005.66,1203.4,12
2039,0,5,1403.5,954.82,6
2018,0,2,1775.81,1580.47,3
1651,0,4,71.49,53.62,3
1566,0,2,533.51,400.13,10
2295,0,5,1311.44,1167.18,7
3176,1,3,1073.07,933.84,6
1993,0,5,1403.5,954.82,10
2451,0,4,1071.23,380.74,1
549,1,2,574.64,459.71,5
1247,1,3,1636.9,44.71,4
151,0,6,1762.96,950.52,5
521,1,2,574.64,459.71,5
2269,1,6,1172.78,1043.77,8
1749,0,5,569.56,528.43,3
78,1,5,569.56,528.43,6
2788,1,5,1873.97,863.95,5
2592,0,4,1198.46,381.1,11
173,0,2,1775.81,1580.47,3
3293,1,3,912.52,141.4,12
1378,1,2,2091.47,388.92,5
2404,0,2,2091.47,388.92,6
2043,0,5,1765.3,709.48,8
850,1,5,1635.3,993.66,5
2920,1,6,1807.45,778.69,4
2596,1,3,1793.43,248.82,10
906,1,5,792.9,594.68,1
3013,1,6,1065.03,230.09,12
1581,1,5,1977.36,1759.85,4
833,0,6,1769.64,108.76,2
1805,1,3,183.86,137.9,2
870,1,4,1163.89,589.27,3
2623,1,5,1311.44,1167.18,12
2682,0,4,363.01,290.41,6
3285,1,4,1842.92,1105.75,8
2208,1,6,752.64,205.36,6
2978,1,2,1720.7,1531.42,4
1834,0,6,1466.68,363.25,4
2788,1,4,1216.14,1082.36,2
3433,0,4,1555.58,818.01,6
531,1,5,230.91,173.18,4
1524,0,2,499.53,388.72,10
1770,0,6,642.31,513.85,1
3202,0,3,235.63,125.07,11
2217,1,,1888.45,,8
2992,0,2,2091.47,388.92,1
1462,0,4,363.01,290.41,5
2060,1,5,569.56,528.43,5
480,0,5,1403.5,954.82,4
1601,1,4,1071.23,380.74,12
810,1,5,1977.36,1759.85,6
156,1,4,1555.58,818.01,1
176,1,4,1842.92,1105.75,7
717,0,3,742.54,667.4,3
2408,1,6,1292.84,13.44,8
686,0,6,1362.99,57.74,1
413,0,6,1362.99,57.74,3
1950,1,6,1415.01,1259.36,7
786,0,3,1636.9,44.71,1
3417,0,4,543.39,407.54,8
472,1,3,227.88,136.73,11
928,0,3,12.01,7.21,4
1731,0,4,1289.85,74.51,3
1163,1,4,478.16,298.72,10
1914,1,3,1810,1610.9,10
1562,1,6,1762.96,950.52,8
2237,1,3,2005.66,1203.4,7
2753,0,6,1231.15,161.6,5
2202,0,2,1469.44,596.55,10
1000,1,2,533.51,400.13,10
692,1,4,360.4,270.3,1
1416,0,2,533.51,400.13,4
1118,1,6,642.31,513.85,7
946,1,5,1765.3,709.48,12
2441,0,4,748.17,448.9,12
2057,1,4,1945.43,333.18,7
2522,0,5,1129.13,677.48,6
1916,1,2,574.64,459.71,3
2703,0,4,1216.14,1082.36,12
51,0,4,543.39,407.54,2
80,1,4,688.63,612.88,6
2046,0,2,2091.47,388.92,9
2140,0,3,1636.9,44.71,7
3256,0,6,1228.07,400.91,10
2616,1,4,363.01,290.41,4
2267,1,5,590.26,525.33,4
2679,0,4,543.39,407.54,8
2460,0,2,499.53,388.72,10
2507,0,3,183.86,137.9,1
83,0,2,980.37,234.43,10
3082,1,2,1894.19,598.76,1
2907,0,3,1793.43,248.82,6
1965,0,4,360.4,270.3,2
2264,1,3,912.52,141.4,2
2454,0,5,792.9,594.68,6
1550,0,5,1274.93,764.96,1
3449,0,4,1148.64,689.18,4
908,1,4,71.49,53.62,11
3295,0,4,1555.58,818.01,1
2449,,6,1362.99,57.74,6
2127,1,5,590.26,525.33,2
2434,1,4,1036.59,206.35,5
1987,0,4,958.74,748.9,8
901,1,6,1890.39,260.14,5
2413,0,4,1024.66,614.8,6
3498,1,4,2083.94,675.03,7
342,,2,495.72,297.43,3
344,1,3,1793.43,248.82,12
2590,0,2,495.72,297.43,2
1293,0,6,1890.39,260.14,4
862,0,4,774.53,464.72,11
261,0,4,945.04,507.58,8
1839,0,4,544.05,376.84,7
3242,0,5,792.9,594.68,1
2766,1,3,1073.07,933.84,10
1286,1,4,1240.31,795.1,11
577,1,5,1812.75,582.48,5
400,1,3,795.34,101.58,7
2777,0,4,575.27,431.45,8
1985,0,4,363.01,290.41,12
1599,1,6,1065.03,230.09,4
2494,0,3,795.34,101.58,9
1803,0,3,1280.28,829.51,7
1675,1,3,912.52,141.4,8
1243,1,3,1458.17,874.9,10
1305,0,3,227.88,136.73,2
3348,0,3,1073.07,933.84,8
2185,1,2,1057.51,154.4,1
113,0,4,363.01,290.41,4
2948,1,2,574.64,459.71,5
27,0,4,441.49,84.99,7
2843,0,6,1466.68,363.25,12
2433,0,5,1129.13,677.48,6
1051,0,2,499.53,388.72,7
2018,1,4,1240.31,795.1,7
376,0,2,495.72,297.43,4
3251,1,6,175.89,131.92,12
1826,0,4,958.74,748.9,11
1086,0,4,416.98,312.74,12
1057,,5,1635.3,993.66,11
181,0,6,752.64,205.36,9
117,1,4,1555.58,818.01,9
3399,0,,237.44,,6
430,1,6,1807.45,778.69,5
153,1,4,1163.89,589.27,1
3282,1,4,1289.85,74.51,1
3017,0,2,2091.47,388.92,7
2542,1,4,1555.58,818.01,6
1295,1,4,1148.64,689.18,3
2069,0,6,1992.93,762.63,11
2880,1,4,1024.66,614.8,12
2213,0,4,1577.53,826.51,2
3219,0,4,100.35,75.26,8
627,0,4,1945.43,333.18,9
2389,1,4,1163.89,589.27,12
1547,1,3,912.52,141.4,9
871,1,3,12.01,7.21,10
47,0,2,1894.19,598.76,1
1853,1,2,980.37,234.43,10
649,0,5,590.26,525.33,5
16,0,5,1635.3,993.66,5
1991,0,6,1890.39,260.14,11
111,0,3,227.88,136.73,8
352,1,5,1812.75,582.48,6
1257,0,2,980.37,234.43,3
653,1,3,227.88,136.73,6
2753,0,5,1812.75,582.48,2
3493,1,6,1172.78,1043.77,6
173,0,3,1810,1610.9,3
2191,0,6,1762.96,950.52,6
539,0,4,543.39,407.54,11
3338,0,3,227.88,136.73,9
2126,0,4,586.45,521.94,3
233,0,3,1458.17,874.9,2
2642,0,6,1762.96,950.52,12
1309,1,4,945.04,507.58,2
150,0,4,478.16,298.72,4
2526,1,4,958.74,748.9,9
1850,0,4,441.49,84.99,6
165,1,2,2091.47,388.92,9
1649,1,5,792.9,594.68,6
3206,1,5,1274.93,764.96,10
2845,0,3,1810,1610.9,4
333,1,6,1762.96,950.52,4
648,0,6,1415.01,1259.36,8
414,1,4,586.45,521.94,11
381,1,2,495.72,297.43,5
2038,1,6,1231.15,161.6,12
1199,1,3,235.63,125.07,5
665,1,4,441.49,84.99,3
3388,1,4,945.04,507.58,9
1233,0,3,912.52,141.4,12
793,1,6,1807.45,778.69,6
987,1,4,774.53,464.72,4
1967,1,2,1894.19,598.76,1
3331,1,4,1061.56,733.58,11
39,1,3,1458.17,874.9,2
104,1,2,1894.19,598.76,7
1008,0,5,1403.5,954.82,8
2019,0,4,1483.2,99.59,9
1586,1,5,1812.75,582.48,4
1627,0,6,752.64,205.36,5
645,0,2,980.37,234.43,8
1048,1,5,1812.75,582.48,4
2723,0,4,945.04,507.58,2
2861,0,5,1129.13,677.48,2
1157,1,4,543.39,407.54,8
348,1,6,642.31,513.85,3
1254,0,6,60.34,45.26,1
3216,0,6,752.64,205.36,12
198,1,6,1466.68,363.25,6
1128,1,4,1945.43,333.18,10
2655,0,6,1890.39,260.14,6
2398,0,4,1240.31,795.1,5
2442,0,4,441.49,84.99,4
1762,0,2,1386.84,1234.29,1
353,1,6,1362.99,57.74,11
1443,1,4,586.45,521.94,8
157,0,6,175.89,131.92,8
971,0,6,1890.39,260.14,4
515,1,2,1775.81,1580.47,3
2795,1,2,495.72,297.43,5
1491,1,4,1163.89,589.27,7
2259,1,2,980.37,234.43,5
574,1,2,1057.51,154.4,3
1483,0,5,1765.3,709.48,4
1533,1,6,1769.64,108.76,1
101,1,3,1458.17,874.9,3
2260,0,3,1280.28,829.51,11
1984,0,6,1890.39,260.14,11
1518,0,5,1274.93,764.96,8
138,0,6,1466.68,363.25,7
2187,1,5,1812.75,582.48,2
3191,0,3,12.01,7.21,10
1,1,2,1720.7,1531.42,5
1750,0,4,1289.85,74.51,9
1418,0,,317.3,,6
3275,0,2,980.37,234.43,3
202,0,2,574.64,459.71,6
2336,1,5,1129.13,677.48,6
397,1,5,230.91,173.18,2
344,1,2,1057.51,154.4,12
3240,1,5,1403.5,954.82,11
1368,1,6,1466.68,363.25,11
1259,1,4,1061.56,733.58,8
580,1,4,945.04,507.58,1
729,0,4,586.45,521.94,12
1992,1,3,1793.43,248.82,1
1760,0,3,1280.28,829.51,7
2211,1,4,363.01,290.41,4
2272,0,4,1163.89,589.27,5
2191,1,6,1466.68,363.25,4
1479,0,6,1065.03,230.09,3
2461,1,6,1362.99,57.74,5
397,1,3,795.34,101.58,5
396,0,4,441.49,84.99,3
1601,1,4,544.05,376.84,4
1353,0,6,1228.07,400.91,11
2359,1,4,1216.14,1082.36,1
1884,0,3,912.52,141.4,2
847,0,5,792.9,594.68,1
3291,1,4,586.45,521.94,7
2631,0,2,1720.7,1531.42,12
1795,0,6,1362.99,57.74,12
1859,1,4,543.39,407.54,5
1217,0,5,1403.5,954.82,6
1588,1,3,1073.07,933.84,11
855,1,4,1842.92,1105.75,9
986,1,4,202.62,151.96,7
1589,1,4,958.74,748.9,9
1844,0,2,980.37,234.43,11
2495,1,4,945.04,507.58,11
1083,0,4,575.27,431.45,4
1150,1,6,1890.39,260.14,4
2697,1,3,1636.9,44.71,9
2937,1,5,1274.93,764.96,10
1013,1,4,1555.58,818.01,6
1663,1,4,1555.58,818.01,11
2132,1,4,1577.53,826.51,11
1198,0,3,1073.07,933.84,9
2808,1,6,1292.84,13.44,7
812,1,4,958.74,748.9,1
2459,0,3,1073.07,933.84,7
2830,0,6,1228.07,400.91,5
531,1,,1527.25,,3
2577,1,4,1555.58,818.01,2
2283,1,2,574.64,459.71,6
3450,1,6,1769.64,108.76,1
1007,0,4,1777.8,820.78,4
2653,1,2,495.72,297.43,12
94,0,5,1403.5,954.82,11
82,1,6,60.34,45.26,3
473,0,4,1945.43,333.18,1
1506,0,4,1289.85,74.51,7
749,0,4,586.45,521.94,5
2237,0,4,441.49,84.99,2
782,0,2,1775.81,1580.47,2
1630,1,3,912.52,141.4,12
91,1,4,71.49,53.62,4
2331,1,3,71.16,56.93,12
2565,0,5,1765.3,709.48,3
3324,1,2,1775.81,1580.47,11
2250,0,2,1469.44,596.55,8
2801,1,3,71.16,56.93,10
1733,1,3,912.52,141.4,11
1121,1,5,1311.44,1167.18,12
772,1,6,1807.45,778.69,3
1972,1,2,574.64,459.71,3
2381,1,6,1231.15,161.6,12
3137,1,4,1577.53,826.51,1
1078,1,6,1415.01,1259.36,11
2684,1,2,2091.47,388.92,2
2618,0,2,495.72,297.43,11
2463,1,3,1793.43,248.82,9
3285,1,4,544.05,376.84,5
3470,0,4,1777.8,820.78,11
1890,1,4,1777.8,820.78,10
102,1,3,235.63,125.07,3
3421,0,3,912.52,141.4,2
2798,1,4,688.63,612.88,7
1392,1,2,1894.19,598.76,9
2546,1,4,360.4,270.3,12
499,1,5,642.7,211.37,7
2775,0,4,1240.31,795.1,6
685,0,6,1807.45,778.69,9
2023,0,6,642.31,513.85,12
55,1,2,1057.51,154.4,2
578,1,4,1148.64,689.18,6
665,0,4,1483.2,99.59,1
1236,0,6,1292.84,13.44,11
374,0,2,1469.44,596.55,2
2740,1,5,1403.5,954.82,10
1299,1,4,1240.31,795.1,9
491,0,5,590.26,525.33,10
2676,1,2,1386.84,1234.29,12
2542,0,6,1228.07,400.91,5
612,1,4,1061.56,733.58,10
673,0,6,175.89,131.92,8
3322,0,,1563.94,,12
3036,1,6,1807.45,778.69,7
496,1,4,71.49,53.62,6
2659,0,4,71.49,53.62,10
1449,0,2,1469.44,596.55,10
2725,0,4,100.35,75.26,7
1172,0,,1146.42,,10
247,0,4,1945.43,333.18,2
172,0,4,1577.53,826.51,7
273,1,3,1227.34,770.89,12
1280,1,4,1577.53,826.51,2
2848,0,6,1231.15,161.6,12
2399,0,4,1061.56,733.58,11
909,1,4,2083.94,675.03,5
719,1,3,795.34,101.58,12
1043,0,4,1289.85,74.51,7
1205,0,4,1577.53,826.51,10
482,1,4,441.49,84.99,3
3371,0,5,1274.93,764.96,2
2055,0,4,1024.66,614.8,4
515,0,6,1231.15,161.6,1
2439,1,2,1775.81,1580.47,1
3038,0,4,543.39,407.54,2
1335,0,4,688.63,612.88,4
692,0,4,586.45,521.94,8
3018,1,2,574.64,459.71,6
1534,0,6,1807.45,778.69,7
750,1,2,533.51,400.13,10
2801,0,2,1894.19,598.76,12
3217,1,5,230.91,173.18,3
2138,1,2,358.39,215.03,11
3161,0,5,792.9,594.68,10
2884,1,3,235.63,125.07,3
1332,0,2,1386.84,1234.29,10
3002,0,4,1240.31,795.1,9
325,0,4,1151.96,649.49,5
104,0,4,1216.14,1082.36,6
1651,0,4,543.39,407.54,1
266,1,4,543.39,407.54,3
1077,0,4,1661.92,1479.11,8
1603,1,3,1810,1610.9,2
2088,0,5,1311.44,1167.18,3
3223,1,6,1231.15,161.6,11
1953,1,6,1231.15,161.6,4
3132,0,6,1231.15,161.6,12
3209,0,5,1179,707.4,12
1558,0,4,774.53,464.72,5
1775,0,2,499.53,388.72,8
2946,1,4,586.45,521.94,11
404,0,4,1945.43,333.18,4
2894,0,5,1129.13,677.48,8
1826,1,3,235.63,125.07,9
2770,1,4,774.53,464.72,1
2184,0,2,499.53,388.72,9
820,0,4,1198.46,381.1,3
17,1,5,1765.3,709.48,11
2411,0,2,1894.19,598.76,5
3220,0,4,1151.96,649.49,11
2353,0,5,1765.3,709.48,6
2539,1,5,230.91,173.18,4
8,1,2,2091.47,388.92,12
2048,1,5,569.56,528.43,7
3010,0,5,1274.93,764.96,1
2429,1,3,912.52,141.4,5
1286,0,4,748.17,448.9,7
1304,1,4,544.05,376.84,9
1182,0,3,742.54,667.4,12
1349,1,2,1894.19,598.76,11
3220,0,6,1890.39,260.14,11
536,0,2,2091.47,388.92,11
1107,0,4,71.49,53.62,9
506,1,4,774.53,464.72,3
1220,0,3,1458.17,874.9,1
576,1,6,1762.96,950.52,10
2609,0,5,1311.44,1167.18,2
410,1,4,2083.94,675.03,12
2124,1,3,1793.43,248.82,11
614,0,2,980.37,234.43,7
102,1,4,1061.56,733.58,4
3421,1,4,1842.92,1105.75,12
2005,1,4,1198.46,381.1,3
2557,0,3,1793.43,248.82,8
772,0,3,1793.43,248.82,7
146,0,2,1386.84,1234.29,5
644,0,4,202.62,151.96,7
2017,0,3,1458.17,874.9,12
172,0,5,1977.36,1759.85,6
1920,1,4,360.4,270.3,10
711,1,4,71.49,53.62,1
2728,0,2,1386.84,1234.29,8
769,1,3,795.34,101.58,1
2659,1,3,912.52,141.4,1
3367,1,4,202.62,151.96,10
1383,,6,60.34,45.26,4
2127,0,3,227.88,136.73,11
1885,1,4,71.49,53.62,5
2747,0,4,1163.89,589.27,12
